# GOES16_ABI RSR
# QV 2025-06-04 from ABI-11-468A_PFM_Spectral_Response_Curves.xlsx
# filtered to response > 0.002
# VSWIR bands
# GOES16_ABI Band CH047
# -------------------
0.442830573 0.002008615944
0.4428501838 0.002049070946
0.4428697963 0.002090706092
0.4428894105 0.002133511651
0.4429090265 0.002177477885
0.4429286442 0.002222595055
0.4429482636 0.002268853413
0.4429678848 0.002316243207
0.4429875078 0.00236475468
0.4430071324 0.002414390658
0.4430267588 0.002465278674
0.443046387 0.002517441253
0.4430660168 0.002570861832
0.4430856485 0.002625523841
0.4431052818 0.002681410697
0.4431249169 0.002738505814
0.4431445538 0.002796792592
0.4431641923 0.002856254425
0.4431838327 0.002916874697
0.4432034747 0.002978636782
0.4432231185 0.003041524048
0.4432427641 0.003105519852
0.4432624113 0.003170607542
0.4432820604 0.003236770457
0.4433017111 0.003303991929
0.4433213637 0.003372255279
0.4433410179 0.003441543819
0.4433606739 0.003511840853
0.4433803316 0.003583129677
0.4433999911 0.003655393575
0.4434196524 0.003728615826
0.4434393153 0.003802779695
0.44345898 0.003877868444
0.4434786465 0.00395386532
0.4434983147 0.004030753566
0.4435179847 0.004108516414
0.4435376563 0.004187137085
0.4435573298 0.004266598795
0.443577005 0.004346884748
0.4435966819 0.004427978141
0.4436163606 0.004509862159
0.443636041 0.004592519982
0.4436557232 0.004675934779
0.4436754071 0.004760089708
0.4436950927 0.004844967921
0.4437147801 0.004930890774
0.4437344693 0.005018727395
0.4437541602 0.005108616996
0.4437738528 0.005200662802
0.4437935472 0.005294968091
0.4438132434 0.005391636197
0.4438329413 0.005490770507
0.4438526409 0.005592474465
0.4438723423 0.005696851569
0.4438920455 0.005804005371
0.4439117503 0.005914039481
0.443931457 0.00602705756
0.4439511654 0.006143163327
0.4439708755 0.006262460555
0.4439905874 0.006385053072
0.444010301 0.006510871735
0.4440300164 0.006639040694
0.4440497336 0.006769445124
0.4440694525 0.006902111761
0.4440891731 0.007037067353
0.4441088955 0.007174338666
0.4441286196 0.007313952476
0.4441483455 0.007455935575
0.4441680732 0.007600314768
0.4441878026 0.007747116877
0.4442075338 0.007896368735
0.4442272667 0.00804809719
0.4442470013 0.008202329105
0.4442667377 0.008359091355
0.4442864759 0.008518410833
0.4443062158 0.008680314443
0.4443259575 0.008844829103
0.444345701 0.009011981747
0.4443654461 0.009181799322
0.4443851931 0.00935430879
0.4444049418 0.009529537127
0.4444246922 0.009707511322
0.4444444444 0.009888258379
0.4444641984 0.01007180532
0.4444839541 0.01025817917
0.4445037116 0.01044740698
0.4445234708 0.01063951581
0.4445432318 0.01083453274
0.4445629946 0.01103248486
0.4445827591 0.01123339926
0.4446025253 0.01143730308
0.4446222934 0.01164422343
0.4446420631 0.01185418747
0.4446618347 0.01206722236
0.444681608 0.01228335526
0.444701383 0.01250261338
0.4447211598 0.01272502392
0.4447409384 0.01295061408
0.4447607187 0.01317941112
0.4447805008 0.01341144226
0.4448002847 0.0136467358
0.4448200703 0.01389039583
0.4448398577 0.01414725202
0.4448596468 0.0144173415
0.4448794377 0.01470070141
0.4448992303 0.01499736891
0.4449190247 0.01530738117
0.4449388209 0.01563077541
0.4449586188 0.01596758883
0.4449784185 0.01631785867
0.44499822 0.01668162218
0.4450180232 0.01705832243
0.4450378282 0.01744699478
0.445057635 0.01784739608
0.4450774435 0.01825928851
0.4450972537 0.0186824341
0.4451170658 0.01911659475
0.4451368796 0.01956153225
0.4451566952 0.02001700825
0.4451765125 0.02048278426
0.4451963316 0.02095862169
0.4452161524 0.0214442818
0.4452359751 0.02193952573
0.4452557995 0.02244411449
0.4452756256 0.02295780896
0.4452954535 0.0234803699
0.4453152832 0.02401155793
0.4453351147 0.02455113354
0.4453549479 0.02509885711
0.4453747829 0.02565448888
0.4453946196 0.02621778894
0.4454144582 0.0267885173
0.4454342984 0.02736643379
0.4454541405 0.02795129814
0.4454739843 0.02854286995
0.4454938299 0.02914090868
0.4455136773 0.02974517367
0.4455335264 0.03035542412
0.4455533773 0.03097141912
0.44557323 0.03159291762
0.4455930844 0.03221967843
0.4456129406 0.03285146024
0.4456327986 0.03348802162
0.4456526583 0.034129121
0.4456725198 0.03477451667
0.4456923831 0.03542396682
0.4457122482 0.03607722948
0.445732115 0.03673406257
0.4457519836 0.03739422386
0.445771854 0.03805747103
0.4457917261 0.03872356158
0.4458116 0.03939225291
0.4458314757 0.04006330228
0.4458513532 0.04073646684
0.4458712324 0.04141150357
0.4458911134 0.04208816936
0.4459109962 0.04277002667
0.4459308807 0.04347776574
0.445950767 0.04421925574
0.4459706551 0.04500007667
0.445990545 0.04582581157
0.4460104366 0.04669674175
0.4460303301 0.04758732018
0.4460502253 0.0484931856
0.4460701222 0.04941411177
0.446090021 0.05034987233
0.4461099215 0.05130024078
0.4461298238 0.05226499051
0.4461497278 0.05324389478
0.4461696337 0.05423672674
0.4461895413 0.05524325941
0.4462094507 0.05626326568
0.4462293619 0.05729651833
0.4462492748 0.05834279001
0.4462691896 0.05940185325
0.4462891061 0.06047348046
