# GOES19_ABI RSR
# QV 2025-06-04 from ABI-16-047_FM4_Spectral_Response_Curves.xlsx
# filtered to response > 0.002
# TIR bands
# GOES19_ABI Band CH390
# -------------------
3.631346 0.002012
3.631478 0.002065
3.63161 0.002117
3.631741 0.002163
3.631873 0.002201
3.632005 0.002226
3.632137 0.002242
3.632269 0.002258
3.632401 0.002272
3.632533 0.002284
3.632665 0.002293
3.632797 0.0023
3.632929 0.002303
3.633061 0.002302
3.633193 0.002286
3.633325 0.002257
3.633457 0.002222
3.633589 0.002183
3.633721 0.00214
3.633853 0.002088
3.633985 0.002037
3.65457 0.00209
3.654704 0.002189
3.654837 0.002284
3.654971 0.002373
3.655104 0.002454
3.655238 0.002533
3.655372 0.00261
3.655505 0.002683
3.655639 0.002752
3.655772 0.002818
3.655906 0.002879
3.65604 0.002936
3.656173 0.002992
3.656307 0.003046
3.656441 0.003097
3.656575 0.003144
3.656708 0.003185
3.656842 0.003219
3.656976 0.003244
3.657109 0.003257
3.657243 0.003267
3.657377 0.003277
3.657511 0.003286
3.657644 0.003291
3.657778 0.003296
3.657912 0.003299
3.658046 0.003299
3.65818 0.003291
3.658314 0.003276
3.658447 0.003255
3.658581 0.00323
3.658715 0.003202
3.658849 0.003175
3.658983 0.003148
3.659117 0.003122
3.659251 0.003094
3.659384 0.003064
3.659518 0.003033
3.659652 0.003001
3.659786 0.002968
3.65992 0.002935
3.660054 0.002902
3.660188 0.002869
3.660322 0.002835
3.660456 0.0028
3.66059 0.002767
3.660724 0.002735
3.660858 0.002705
3.660992 0.002678
3.661126 0.002653
3.66126 0.002627
3.661394 0.002601
3.661528 0.002577
3.661662 0.002557
3.661796 0.002542
3.661931 0.002534
3.662065 0.002533
3.662199 0.002533
3.662333 0.002534
3.662467 0.002534
3.662601 0.002535
3.662735 0.002536
3.662869 0.002538
3.663004 0.00254
3.663138 0.002554
3.663272 0.00258
3.663406 0.002623
3.66354 0.002671
3.663675 0.002719
3.663809 0.002769
3.663943 0.002819
3.664077 0.002867
3.664212 0.002918
3.664346 0.002968
3.66448 0.003012
3.664614 0.003046
3.664749 0.003076
3.664883 0.003099
3.665017 0.003107
3.665152 0.003106
3.665286 0.003102
3.66542 0.003097
3.665555 0.003089
3.665689 0.003079
3.665824 0.003066
3.665958 0.003051
3.666092 0.003021
3.666227 0.002956
3.666361 0.002846
3.666496 0.002704
3.66663 0.002556
3.666764 0.002394
3.666899 0.002216
3.667033 0.002028
3.691535 0.002023
3.691672 0.002119
3.691808 0.002214
3.691944 0.002301
3.69208 0.002379
3.692217 0.002459
3.692353 0.002539
3.692489 0.002617
3.692626 0.002691
3.692762 0.002759
3.692899 0.002818
3.693035 0.002866
3.693171 0.002905
3.693308 0.002938
3.693444 0.002964
3.693581 0.002989
3.693717 0.003011
3.693853 0.003028
3.69399 0.003035
3.694126 0.003024
3.694263 0.002989
3.694399 0.002934
3.694536 0.002867
3.694672 0.002792
3.694809 0.002717
3.694945 0.002646
3.695082 0.00258
3.695218 0.002503
3.695355 0.002419
3.695492 0.002335
3.695628 0.002258
3.695765 0.002194
3.695901 0.002153
3.696038 0.002137
3.696174 0.002131
3.696311 0.002126
3.696448 0.002121
3.696584 0.002117
3.696721 0.002115
3.696858 0.002113
3.696994 0.002113
3.697131 0.002126
3.697268 0.002165
3.697404 0.002224
3.697541 0.002297
3.697678 0.002377
3.697815 0.002456
3.697951 0.002527
3.698088 0.00259
3.698225 0.002655
3.698362 0.002718
3.698498 0.002772
3.698635 0.002814
3.698772 0.002851
3.698909 0.002878
3.699046 0.002885
3.699182 0.002881
3.699319 0.002872
3.699456 0.00286
3.699593 0.002845
3.69973 0.002827
3.699867 0.002806
3.700004 0.002783
3.700141 0.002743
3.700278 0.002684
3.700414 0.002605
3.700551 0.00251
3.700688 0.002404
3.700825 0.002293
3.700962 0.002181
3.701099 0.002068
3.71761 0.002014
3.717749 0.002031
3.717887 0.002043
3.718025 0.002046
3.718163 0.002046
3.718301 0.002045
3.71844 0.002044
3.718578 0.002043
3.718716 0.002042
3.718855 0.00204
3.718993 0.002038
3.719131 0.002032
3.71927 0.002022
3.719408 0.002007
3.725644 0.002081
3.725782 0.002193
3.725921 0.002305
3.72606 0.002417
3.726199 0.002531
3.726338 0.002645
3.726477 0.002759
3.726615 0.002874
3.726754 0.002986
3.726893 0.003093
3.727032 0.003193
3.727171 0.003297
3.72731 0.003405
3.727449 0.003508
3.727588 0.0036
3.727727 0.003672
3.727866 0.003717
3.728005 0.003733
3.728144 0.003732
3.728283 0.00373
3.728422 0.003726
3.728561 0.003719
3.7287 0.003709
3.728839 0.003698
3.728978 0.003684
3.729117 0.00366
3.729256 0.003616
3.729395 0.003564
3.729534 0.003505
3.729673 0.003434
3.729812 0.003356
3.729952 0.003276
3.730091 0.003195
3.73023 0.003107
3.730369 0.003017
3.730508 0.002931
3.730647 0.002853
3.730786 0.002779
3.730926 0.002713
3.731065 0.002666
3.731204 0.00263
3.731343 0.002602
3.731483 0.002575
3.731622 0.00255
3.731761 0.002529
3.7319 0.002516
3.73204 0.002515
3.732179 0.002536
3.732318 0.002573
3.732457 0.002614
3.732597 0.00267
3.732736 0.002739
3.732875 0.002817
3.733015 0.0029
3.733154 0.002997
3.733294 0.003108
3.733433 0.00323
3.733572 0.00336
3.733712 0.003492
3.733851 0.003622
3.733991 0.003744
3.73413 0.003858
3.734269 0.003967
3.734409 0.004071
3.734548 0.004174
3.734688 0.004273
3.734827 0.004369
3.734967 0.004458
3.735106 0.004541
3.735246 0.004619
3.735385 0.004693
3.735525 0.004762
3.735664 0.004827
3.735804 0.004888
3.735944 0.004944
3.736083 0.004993
3.736223 0.005045
3.736362 0.005098
3.736502 0.005148
3.736642 0.005191
3.736781 0.005224
3.736921 0.005243
3.73706 0.005247
3.7372 0.005246
3.73734 0.005246
3.737479 0.005246
3.737619 0.005245
3.737759 0.005242
3.737899 0.005237
3.738038 0.00523
3.738178 0.005217
3.738318 0.005198
3.738458 0.005175
3.738597 0.005151
3.738737 0.005125
3.738877 0.005095
3.739017 0.005065
3.739156 0.005035
3.739296 0.005004
3.739436 0.004973
3.739576 0.004941
3.739716 0.004909
3.739856 0.004876
3.739996 0.004843
3.740135 0.004808
3.740275 0.00477
3.740415 0.004733
3.740555 0.0047
3.740695 0.004674
3.740835 0.004651
3.740975 0.004635
3.741115 0.004627
3.741255 0.004622
3.741395 0.004619
3.741535 0.004616
3.741675 0.004614
3.741815 0.004614
3.741955 0.004614
3.742095 0.004619
3.742235 0.004642
3.742375 0.00468
3.742515 0.004729
3.742655 0.004787
3.742795 0.004848
3.742935 0.004911
3.743075 0.004972
3.743215 0.005044
3.743356 0.005126
3.743496 0.005214
3.743636 0.005305
3.743776 0.005398
3.743916 0.005495
3.744056 0.005601
3.744196 0.005714
3.744337 0.005833
3.744477 0.005954
3.744617 0.006077
3.744757 0.006199
3.744898 0.006324
3.745038 0.006447
3.745178 0.006571
3.745318 0.006697
3.745459 0.006822
3.745599 0.006945
3.745739 0.007063
3.74588 0.007174
3.74602 0.007276
3.74616 0.007372
3.746301 0.007464
3.746441 0.00755
3.746581 0.007629
3.746722 0.007698
3.746862 0.007759
3.747002 0.007808
3.747143 0.007839
3.747283 0.00787
3.747424 0.0079
3.747564 0.007925
3.747705 0.007945
3.747845 0.007957
3.747985 0.007964
3.748126 0.007961
3.748266 0.007949
3.748407 0.007932
3.748547 0.007911
3.748688 0.007889
3.748828 0.007868
3.748969 0.007849
3.74911 0.007833
3.74925 0.007818
3.749391 0.007805
3.749531 0.007793
3.749672 0.007781
3.749813 0.007772
3.749953 0.007767
3.750094 0.007768
3.750234 0.007774
3.750375 0.007783
3.750516 0.007794
3.750656 0.007808
3.750797 0.007824
3.750938 0.00784
3.751078 0.007877
3.751219 0.007978
3.75136 0.008132
3.751501 0.008325
3.751641 0.00854
3.751782 0.008764
3.751923 0.008981
3.752064 0.009184
3.752204 0.009405
3.752345 0.009636
3.752486 0.009875
3.752627 0.010121
3.752768 0.010371
3.752909 0.010624
3.753049 0.01088
3.75319 0.011145
3.753331 0.011413
3.753472 0.011679
3.753613 0.011949
3.753754 0.012217
3.753895 0.012473
3.754036 0.012711
3.754177 0.012936
3.754317 0.013152
3.754458 0.01336
3.754599 0.013561
3.75474 0.013757
3.754881 0.01395
3.755022 0.014132
3.755163 0.014302
3.755304 0.014467
3.755445 0.014628
3.755586 0.014787
3.755727 0.014944
3.755869 0.015101
3.75601 0.015259
3.756151 0.015416
3.756292 0.015571
3.756433 0.015729
3.756574 0.01589
3.756715 0.016053
3.756856 0.016219
3.756997 0.016392
3.757139 0.016579
3.75728 0.016776
3.757421 0.016979
3.757562 0.017187
3.757703 0.017397
3.757845 0.017612
3.757986 0.017833
3.758127 0.018059
3.758268 0.018288
3.758409 0.01852
3.758551 0.018756
3.758692 0.018995
3.758833 0.019237
3.758975 0.019482
3.759116 0.019732
3.759257 0.019987
3.759398 0.020246
3.75954 0.02051
3.759681 0.020779
3.759823 0.021054
3.759964 0.021335
3.760105 0.021621
3.760247 0.021916
3.760388 0.022221
3.760529 0.022528
3.760671 0.022839
3.760812 0.023157
3.760954 0.023486
3.761095 0.023826
3.761237 0.024177
3.761378 0.024537
3.76152 0.024905
3.761661 0.02528
3.761803 0.025661
3.761944 0.026046
3.762086 0.026437
3.762227 0.026836
3.762369 0.027244
3.76251 0.027657
3.762652 0.028075
3.762793 0.028494
3.762935 0.028916
3.763077 0.029345
3.763218 0.029777
3.76336 0.030215
3.763502 0.030656
3.763643 0.0311
3.763785 0.031547
3.763927 0.031996
3.764068 0.032447
3.76421 0.032908
3.764352 0.033376
3.764493 0.033845
3.764635 0.034309
3.764777 0.034762
3.764918 0.0352
3.76506 0.035616
3.765202 0.036013
3.765344 0.036395
3.765486 0.03677
3.765627 0.037142
3.765769 0.037516
3.765911 0.037894
3.766053 0.038277
3.766195 0.038661
3.766336 0.039043
3.766478 0.039431
3.76662 0.039825
3.766762 0.040222
3.766904 0.040631
3.767046 0.041056
3.767188 0.041494
3.76733 0.041941
3.767472 0.042398
3.767614 0.042867
3.767756 0.043347
3.767898 0.04384
3.768039 0.044347
3.768181 0.044879
3.768323 0.045434
3.768465 0.045999
3.768608 0.046571
3.76875 0.047156
3.768892 0.047749
3.769034 0.048346
3.769176 0.04895
3.769318 0.049566
3.76946 0.05019
3.769602 0.050818
3.769744 0.05145
3.769886 0.052086
3.770028 0.052726
3.77017 0.053367
3.770313 0.054008
3.770455 0.054651
3.770597 0.055298
3.770739 0.055952
3.770881 0.056614
3.771023 0.057286
3.771166 0.05798
3.771308 0.058689
3.77145 0.059406
3.771592 0.060131
3.771735 0.060863
3.771877 0.061605
3.772019 0.062355
3.772161 0.063118
3.772304 0.063895
3.772446 0.064683
3.772588 0.065485
3.772731 0.066309
3.772873 0.067151
3.773015 0.068032
3.773158 0.068952
3.7733 0.069895
3.773443 0.070862
3.773585 0.071849
3.773727 0.072857
3.77387 0.073883
3.774012 0.074927
3.774155 0.075998
3.774297 0.0771
3.774439 0.078225
3.774582 0.079368
3.774724 0.08052
3.774867 0.081675
3.775009 0.082826
3.775152 0.08398
3.775294 0.085142
3.775437 0.08631
3.77558 0.087481
3.775722 0.088654
3.775865 0.089829
3.776007 0.091
3.77615 0.092162
3.776292 0.093316
3.776435 0.094472
3.776578 0.095635
3.77672 0.096814
3.776863 0.098006
3.777006 0.099228
