# GOES19_ABI RSR
# QV 2025-06-04 from ABI-16-047_FM4_Spectral_Response_Curves.xlsx
# filtered to response > 0.002
# VSWIR bands
# GOES19_ABI Band CH047
# -------------------
0.442772 0.002024
0.442791 0.002064
0.442811 0.002104
0.442831 0.002146
0.44285 0.002189
0.44287 0.002233
0.442889 0.002279
0.442909 0.002325
0.442929 0.002373
0.442948 0.002422
0.442968 0.002472
0.442988 0.002524
0.443007 0.002576
0.443027 0.00263
0.443046 0.002685
0.443066 0.002742
0.443086 0.002799
0.443105 0.002858
0.443125 0.002918
0.443145 0.002979
0.443164 0.003042
0.443184 0.003105
0.443203 0.00317
0.443223 0.003236
0.443243 0.003303
0.443262 0.003371
0.443282 0.003441
0.443302 0.003511
0.443321 0.003582
0.443341 0.003655
0.443361 0.003728
0.44338 0.003803
0.4434 0.003879
0.44342 0.003955
0.443439 0.004033
0.443459 0.004111
0.443479 0.004191
0.443498 0.004271
0.443518 0.004353
0.443538 0.004435
0.443557 0.004518
0.443577 0.004603
0.443597 0.004688
0.443616 0.004773
0.443636 0.00486
0.443656 0.004948
0.443675 0.005036
0.443695 0.005125
0.443715 0.005216
0.443734 0.005308
0.443754 0.005403
0.443774 0.0055
0.443794 0.0056
0.443813 0.005702
0.443833 0.005806
0.443853 0.005914
0.443872 0.006024
0.443892 0.006137
0.443912 0.006253
0.443931 0.006372
0.443951 0.006495
0.443971 0.006621
0.443991 0.00675
0.44401 0.006883
0.44403 0.007018
0.44405 0.007156
0.444069 0.007296
0.444089 0.007438
0.444109 0.007583
0.444129 0.00773
0.444148 0.00788
0.444168 0.008032
0.444188 0.008187
0.444208 0.008345
0.444227 0.008505
0.444247 0.008668
0.444267 0.008833
0.444286 0.009001
0.444306 0.009172
0.444326 0.009345
0.444346 0.009522
0.444365 0.009701
0.444385 0.009883
0.444405 0.010068
0.444425 0.010256
0.444444 0.010446
0.444464 0.01064
0.444484 0.010836
0.444504 0.011036
0.444523 0.011238
0.444543 0.011444
0.444563 0.011652
0.444583 0.011864
0.444603 0.012079
0.444622 0.012297
0.444642 0.012518
0.444662 0.012743
0.444682 0.01297
0.444701 0.013201
0.444721 0.013435
0.444741 0.013673
0.444761 0.013914
0.444781 0.014158
0.4448 0.014405
0.44482 0.014662
0.44484 0.014932
0.44486 0.015216
0.444879 0.015513
0.444899 0.015825
0.444919 0.01615
0.444939 0.01649
0.444959 0.016843
0.444978 0.017211
0.444998 0.017592
0.445018 0.017987
0.445038 0.018395
0.445058 0.018815
0.445077 0.019247
0.445097 0.01969
0.445117 0.020145
0.445137 0.020612
0.445157 0.021089
0.445177 0.021577
0.445196 0.022076
0.445216 0.022584
0.445236 0.023103
0.445256 0.023632
0.445276 0.02417
0.445295 0.024717
0.445315 0.025273
0.445335 0.025838
0.445355 0.026411
0.445375 0.026993
0.445395 0.027583
0.445414 0.02818
0.445434 0.028784
0.445454 0.029396
0.445474 0.030015
0.445494 0.030641
0.445514 0.031273
0.445534 0.031911
0.445553 0.032555
0.445573 0.033205
0.445593 0.03386
0.445613 0.03452
0.445633 0.035185
0.445653 0.035855
0.445673 0.036529
0.445692 0.037208
0.445712 0.03789
0.445732 0.038576
0.445752 0.039265
0.445772 0.039957
0.445792 0.040653
0.445812 0.04135
0.445831 0.042051
0.445851 0.042753
0.445871 0.043457
0.445891 0.044163
0.445911 0.044873
0.445931 0.045607
0.445951 0.046376
0.445971 0.047187
0.445991 0.048048
0.44601 0.048962
0.44603 0.049898
0.44605 0.050852
0.44607 0.051824
0.44609 0.052812
0.44611 0.053818
0.44613 0.05484
0.44615 0.055878
0.44617 0.056932
0.44619 0.058002
0.446209 0.059088
0.446229 0.060189
0.446249 0.061304
0.446269 0.062435
0.446289 0.06358
0.446309 0.06474
0.446329 0.065913
0.446349 0.0671
0.446369 0.0683
0.446389 0.069514
0.446409 0.070741
0.446429 0.07198
0.446449 0.073232
0.446468 0.074495
0.446488 0.075771
0.446508 0.077059
0.446528 0.078357
0.446548 0.079667
0.446568 0.080988
0.446588 0.082319
0.446608 0.083661
0.446628 0.085012
0.446648 0.086374
0.446668 0.087745
0.446688 0.089125
0.446708 0.090514
0.446728 0.091912
0.446748 0.093319
0.446768 0.094733
0.446788 0.096156
0.446808 0.097586
0.446828 0.099024
0.446847 0.100469
0.446867 0.101921
0.446887 0.10338
0.446907 0.104844
0.446927 0.106315
0.446947 0.107792
0.446967 0.109275
0.446987 0.110763
0.447007 0.112257
0.447027 0.11377
0.447047 0.115305
0.447067 0.116862
0.447087 0.118441
0.447107 0.120042
0.447127 0.121663
0.447147 0.123306
0.447167 0.12497
0.447187 0.126654
0.447207 0.128359
0.447227 0.130083
0.447247 0.131827
0.447267 0.133591
0.447287 0.135374
0.447307 0.137176
0.447327 0.138997
0.447347 0.140836
0.447367 0.142694
0.447387 0.144569
0.447407 0.146463
0.447427 0.148374
0.447447 0.150302
0.447467 0.152247
0.447487 0.154209
0.447507 0.156188
0.447527 0.158196
0.447547 0.160235
0.447567 0.162303
0.447588 0.164399
0.447608 0.166524
0.447628 0.168675
0.447648 0.170852
0.447668 0.173054
0.447688 0.17528
0.447708 0.17753
0.447728 0.179801
0.447748 0.182093
0.447768 0.184406
0.447788 0.186737
0.447808 0.189088
0.447828 0.191455
0.447848 0.193839
0.447868 0.196238
0.447888 0.198652
0.447908 0.20108
0.447928 0.20352
0.447948 0.205972
0.447968 0.208434
0.447989 0.210906
0.448009 0.21339
0.448029 0.215903
0.448049 0.218448
0.448069 0.221024
0.448089 0.22363
0.448109 0.226265
0.448129 0.228927
0.448149 0.231614
0.448169 0.234326
0.448189 0.237061
0.448209 0.239818
0.448229 0.242596
0.44825 0.245393
0.44827 0.248208
0.44829 0.251039
0.44831 0.253886
0.44833 0.256747
0.44835 0.25962
0.44837 0.262505
0.44839 0.2654
0.44841 0.268304
0.44843 0.271215
0.448451 0.274133
0.448471 0.277055
0.448491 0.27998
0.448511 0.282908
0.448531 0.285837
0.448551 0.288765
0.448571 0.291691
0.448591 0.294614
0.448612 0.297533
0.448632 0.300446
0.448652 0.303351
0.448672 0.306249
0.448692 0.309136
0.448712 0.312012
0.448732 0.314876
0.448752 0.317727
0.448773 0.320562
0.448793 0.32338
0.448813 0.326181
0.448833 0.328963
0.448853 0.331725
0.448873 0.334464
0.448893 0.337181
0.448914 0.339873
0.448934 0.34254
0.448954 0.345179
0.448974 0.34779
0.448994 0.350371
0.449014 0.352921
0.449035 0.355442
0.449055 0.357936
0.449075 0.360404
0.449095 0.362851
0.449115 0.365278
0.449135 0.367687
0.449156 0.370082
0.449176 0.372464
0.449196 0.374836
0.449216 0.3772
0.449236 0.379559
0.449256 0.381916
0.449277 0.384272
0.449297 0.386631
0.449317 0.388994
0.449337 0.39136
0.449357 0.39373
0.449378 0.396103
0.449398 0.398477
0.449418 0.400853
0.449438 0.403229
0.449458 0.405604
0.449479 0.407979
0.449499 0.410352
0.449519 0.412722
0.449539 0.415089
0.449559 0.417452
0.44958 0.419811
0.4496 0.422164
0.44962 0.424512
0.44964 0.426852
0.449661 0.429185
0.449681 0.43151
0.449701 0.433826
0.449721 0.436132
0.449741 0.438428
0.449762 0.440713
0.449782 0.442986
0.449802 0.445246
0.449822 0.447494
0.449843 0.449727
0.449863 0.451945
0.449883 0.454148
0.449903 0.456335
0.449924 0.458505
0.449944 0.460658
0.449964 0.462792
0.449984 0.464907
0.450005 0.467003
0.450025 0.4691
0.450045 0.471205
0.450065 0.473317
0.450086 0.475435
0.450106 0.477559
0.450126 0.479687
0.450146 0.481818
0.450167 0.483952
0.450187 0.486086
0.450207 0.48822
0.450227 0.490353
0.450248 0.492484
0.450268 0.494611
0.450288 0.496735
0.450308 0.498853
0.450329 0.500964
0.450349 0.503068
0.450369 0.505163
0.45039 0.507249
0.45041 0.509324
0.45043 0.511387
0.45045 0.513438
0.450471 0.515474
0.450491 0.517496
0.450511 0.519501
0.450532 0.521489
0.450552 0.523459
0.450572 0.52541
0.450593 0.52734
0.450613 0.529249
0.450633 0.531135
0.450653 0.532998
0.450674 0.534836
0.450694 0.536649
0.450714 0.538434
0.450735 0.540192
0.450755 0.541921
0.450775 0.543619
0.450796 0.545287
0.450816 0.546922
0.450836 0.548524
0.450857 0.550091
0.45087700000000003 0.551624
0.450897 0.553119
0.450918 0.554577
0.450938 0.555996
0.450958 0.557376
0.450979 0.558714
0.450999 0.560011
0.451019 0.56126
0.45104 0.562459
0.45106 0.563609
0.45108 0.564714
0.451101 0.565775
0.451121 0.566796
0.451141 0.567778
0.451162 0.568725
0.451182 0.569638
0.451202 0.570521
0.451223 0.571383
0.451243 0.57223
0.451264 0.573061
0.451284 0.573879
0.451304 0.574682
0.451325 0.575473
0.451345 0.57625
0.451365 0.577016
