# GOES17_ABI RSR
# QV 2025-06-04 from ABI-16-045_FM2_Spectral_Response_Curves.xlsx
# filtered to response > 0.002
# VSWIR bands
# GOES17_ABI Band CH047
# -------------------
0.442929 0.002018
0.442948 0.00206
0.442968 0.002104
0.442988 0.002149
0.443007 0.002195
0.443027 0.002242
0.443046 0.00229
0.443066 0.00234
0.443086 0.00239
0.443105 0.002442
0.443125 0.002495
0.443145 0.002548
0.443164 0.002603
0.443184 0.00266
0.443203 0.002717
0.443223 0.002775
0.443243 0.002834
0.443262 0.002895
0.443282 0.002956
0.443302 0.003019
0.443321 0.003082
0.443341 0.003147
0.443361 0.003212
0.44338 0.003278
0.4434 0.003346
0.44342 0.003414
0.443439 0.003484
0.443459 0.003554
0.443479 0.003625
0.443498 0.003697
0.443518 0.00377
0.443538 0.003844
0.443557 0.003919
0.443577 0.003995
0.443597 0.004071
0.443616 0.004149
0.443636 0.004227
0.443656 0.004306
0.443675 0.004386
0.443695 0.004466
0.443715 0.004548
0.443734 0.004632
0.443754 0.004719
0.443774 0.004807
0.443794 0.004898
0.443813 0.004992
0.443833 0.005088
0.443853 0.005187
0.443872 0.005289
0.443892 0.005393
0.443912 0.005501
0.443931 0.005611
0.443951 0.005725
0.443971 0.005841
0.443991 0.005962
0.44401 0.006085
0.44403 0.006211
0.44405 0.006339
0.444069 0.00647
0.444089 0.006603
0.444109 0.006739
0.444129 0.006877
0.444148 0.007018
0.444168 0.007161
0.444188 0.007307
0.444208 0.007455
0.444227 0.007606
0.444247 0.00776
0.444267 0.007917
0.444286 0.008076
0.444306 0.008237
0.444326 0.008402
0.444346 0.008569
0.444365 0.008739
0.444385 0.008912
0.444405 0.009088
0.444425 0.009267
0.444444 0.009448
0.444464 0.009632
0.444484 0.00982
0.444504 0.01001
0.444523 0.010203
0.444543 0.010399
0.444563 0.010598
0.444583 0.0108
0.444603 0.011006
0.444622 0.011214
0.444642 0.011425
0.444662 0.01164
0.444682 0.011857
0.444701 0.012078
0.444721 0.012302
0.444741 0.01253
0.444761 0.01276
0.444781 0.012994
0.4448 0.013231
0.44482 0.013476
0.44484 0.013736
0.44486 0.014009
0.444879 0.014297
0.444899 0.014598
0.444919 0.014912
0.444939 0.015241
0.444959 0.015583
0.444978 0.015939
0.444998 0.016309
0.445018 0.016692
0.445038 0.017088
0.445058 0.017497
0.445077 0.017917
0.445097 0.01835
0.445117 0.018794
0.445137 0.01925
0.445157 0.019716
0.445177 0.020194
0.445196 0.020682
0.445216 0.021181
0.445236 0.021689
0.445256 0.022207
0.445276 0.022735
0.445295 0.023272
0.445315 0.023818
0.445335 0.024372
0.445355 0.024935
0.445375 0.025506
0.445395 0.026085
0.445414 0.026671
0.445434 0.027265
0.445454 0.027866
0.445474 0.028473
0.445494 0.029087
0.445514 0.029707
0.445534 0.030333
0.445553 0.030965
0.445573 0.031602
0.445593 0.032244
0.445613 0.032891
0.445633 0.033543
0.445653 0.034199
0.445673 0.034858
0.445692 0.035522
0.445712 0.036189
0.445732 0.036859
0.445752 0.037532
0.445772 0.038207
0.445792 0.038885
0.445812 0.039565
0.445831 0.040247
0.445851 0.04093
0.445871 0.041615
0.445891 0.0423
0.445911 0.04299
0.445931 0.043704
0.445951 0.04445
0.445971 0.045233
0.445991 0.046057
0.44601 0.046924
0.44603 0.047807
0.44605 0.048702
0.44607 0.049611
0.44609 0.050531
0.44611 0.051464
0.44613 0.052409
0.44615 0.053366
0.44617 0.054334
0.44619 0.055315
0.446209 0.056307
0.446229 0.05731
0.446249 0.058325
0.446269 0.059351
0.446289 0.060388
0.446309 0.061436
0.446329 0.062495
0.446349 0.063565
0.446369 0.064645
0.446389 0.065736
0.446409 0.066837
0.446429 0.067949
0.446449 0.06907
0.446468 0.070201
0.446488 0.071343
0.446508 0.072494
0.446528 0.073654
0.446548 0.074824
0.446568 0.076004
0.446588 0.077192
0.446608 0.07839
0.446628 0.079597
0.446648 0.080812
0.446668 0.082037
0.446688 0.083269
0.446708 0.084511
0.446728 0.08576
0.446748 0.087018
0.446768 0.088284
0.446788 0.089558
0.446808 0.09084
0.446828 0.092129
0.446847 0.093426
0.446867 0.09473
0.446887 0.096042
0.446907 0.097361
0.446927 0.098687
0.446947 0.10002
0.446967 0.10136
0.446987 0.102706
0.447007 0.10406
0.447027 0.105427
0.447047 0.10681
0.447067 0.108208
0.447087 0.109623
0.447107 0.111053
0.447127 0.1125
0.447147 0.113963
0.447167 0.115443
0.447187 0.11694
0.447207 0.118453
0.447227 0.119984
0.447247 0.121532
0.447267 0.123098
0.447287 0.124681
0.447307 0.126282
0.447327 0.127901
0.447347 0.129538
0.447367 0.131194
0.447387 0.132868
0.447407 0.134561
0.447427 0.136273
0.447447 0.138004
0.447467 0.139755
0.447487 0.141524
0.447507 0.143314
0.447527 0.145123
0.447547 0.146952
0.447567 0.148802
0.447588 0.150671
0.447608 0.152563
0.447628 0.154493
0.447648 0.156463
0.447668 0.158473
0.447688 0.160522
0.447708 0.162608
0.447728 0.164729
0.447748 0.166885
0.447768 0.169075
0.447788 0.171297
0.447808 0.173549
0.447828 0.175832
0.447848 0.178142
0.447868 0.18048
0.447888 0.182844
0.447908 0.185232
0.447928 0.187644
0.447948 0.190078
0.447968 0.192532
0.447989 0.195006
0.448009 0.197502
0.448029 0.200039
0.448049 0.202623
0.448069 0.20525
0.448089 0.207919
0.448109 0.210628
0.448129 0.213375
0.448149 0.21616
0.448169 0.218979
0.448189 0.221831
0.448209 0.224714
0.448229 0.227627
0.44825 0.230568
0.44827 0.233534
0.44829 0.236525
0.44831 0.239538
0.44833 0.242572
0.44835 0.245624
0.44837 0.248693
0.44839 0.251777
0.44841 0.254875
0.44843 0.257984
0.448451 0.261103
0.448471 0.26423
0.448491 0.267363
0.448511 0.270501
0.448531 0.27364
0.448551 0.276781
0.448571 0.279921
0.448591 0.283057
0.448612 0.286189
0.448632 0.289315
0.448652 0.292432
0.448672 0.295539
0.448692 0.298635
0.448712 0.301716
0.448732 0.304782
0.448752 0.30783
0.448773 0.31086
0.448793 0.313868
0.448813 0.316854
0.448833 0.319815
0.448853 0.322749
0.448873 0.325655
0.448893 0.328531
0.448914 0.331376
0.448934 0.334186
0.448954 0.336961
0.448974 0.339699
0.448994 0.342397
0.449014 0.345057
0.449035 0.347686
0.449055 0.350286
0.449075 0.35286
0.449095 0.355408
0.449115 0.357933
0.449135 0.360437
0.449156 0.362921
0.449176 0.365387
0.449196 0.367838
0.449216 0.370274
0.449236 0.372698
0.449256 0.375112
0.449277 0.377516
0.449297 0.379915
0.449317 0.382311
0.449337 0.38471
0.449357 0.387111
0.449378 0.389513
0.449398 0.391916
0.449418 0.394319
0.449438 0.396719
0.449458 0.399118
0.449479 0.401512
0.449499 0.403903
0.449519 0.406288
0.449539 0.408667
0.449559 0.411039
0.44958 0.413402
0.4496 0.415757
0.44962 0.418101
0.44964 0.420435
0.449661 0.422756
0.449681 0.425065
0.449701 0.42736
0.449721 0.42964
0.449741 0.431904
0.449762 0.434152
0.449782 0.436382
0.449802 0.438594
0.449822 0.440786
0.449843 0.442957
0.449863 0.445107
0.449883 0.447235
0.449903 0.44934
0.449924 0.45142
0.449944 0.453475
0.449964 0.455504
0.449984 0.457505
0.450005 0.45948
0.450025 0.461451
0.450045 0.46343
0.450065 0.465414
0.450086 0.467404
0.450106 0.469397
0.450126 0.471393
0.450146 0.47339
0.450167 0.475387
0.450187 0.477383
0.450207 0.479377
0.450227 0.481368
0.450248 0.483355
0.450268 0.485335
0.450288 0.487309
0.450308 0.489276
0.450329 0.491233
0.450349 0.49318
0.450369 0.495115
0.45039 0.497038
0.45041 0.498947
0.45043 0.500842
0.45045 0.50272
0.450471 0.504581
0.450491 0.506423
0.450511 0.508246
0.450532 0.510049
0.450552 0.511829
0.450572 0.513586
0.450593 0.515319
0.450613 0.517027
0.450633 0.518708
0.450653 0.520361
0.450674 0.521986
0.450694 0.52358
0.450714 0.525143
0.450735 0.526673
0.450755 0.52817
0.450775 0.529632
0.450796 0.531058
0.450816 0.532447
0.450836 0.533798
0.450857 0.535109
0.45087700000000003 0.536379
0.450897 0.537608
0.450918 0.538793
0.450938 0.539934
0.450958 0.54103
0.450979 0.542079
0.450999 0.54308
0.451019 0.544008
0.45104 0.544845
0.45106 0.545609
0.45108 0.546321
0.451101 0.546998
0.451121 0.54766
0.451141 0.54831
0.451162 0.54895
0.451182 0.549578
0.451202 0.550197
0.451223 0.550806
0.451243 0.551406
0.451264 0.551997
0.451284 0.552579
0.451304 0.553153
0.451325 0.553719
0.451345 0.554277
0.451365 0.554829
0.451386 0.555373
0.451406 0.555912
0.451427 0.556444
0.451447 0.556971
0.451467 0.557493
0.451488 0.558009
