% Combined data for Waterradiance	pure water absorption, salinity and temperature coefficient	related uncertainties		
% see relevant ATBD for more details!
% R. Rˆttgers, HZG
%Wavelength 	a (m-1), 20degreeC, 0 PSU	PsiS (m-1 PSU-1)	PsiT (m-1 degreeC-1)	sigma a (m-1)	sigmaPsiS  (m-1 PSU-1)	sigmaPsiT (m-1 degreeC-1)
1092	17.9669	-0.006185966	-0.017419	0.539007	0.00264	0.000341
1094	18.4135	-0.006353239	-0.01486	0.552405	0.002575	0.00059
1096	18.8601	-0.006625166	-0.011711	0.565803	0.002695	0.000682
1098	19.3067	-0.006583094	-0.008956	0.579201	0.002691	0.00059
1100	19.8863	-0.006624745	-0.004233	0.596589	0.002574	0.00059
1102	20.5989	-0.006875714	-0.0001	0.617967	0.002573	0.00059
1104	21.3115	-0.006812684	0.005017	0.639345	0.00266	0.000341
1106	22.0241	-0.006833376	0.008756	0.660723	0.002705	0.00059
1108	22.7367	-0.007042454	0.013873	0.682101	0.002722	0.000902
1110	23.7349	-0.00706313	0.019777	0.712047	0.002602	0.000341
1112	25.0187	-0.007083796	0.025288	0.750561	0.002548	0.00059
1114	26.3025	-0.006874194	0.032373	0.789075	0.002667	0.00059
1116	27.5863	-0.006936709	0.039851	0.827589	0.002646	0.000341
1118	28.8701	-0.007355071	0.047526	0.866103	0.00269	0.000341
1120	30.740545	-0.007815291	0.057367	0.922216	0.002664	0.000341
1122	33.197636	-0.008003377	0.068388	0.995929	0.002655	0.001181
1124	35.654727	-0.009154359	0.08177	1.069642	0.002659	0.000341
1126	38.111818	-0.010263463	0.097908	1.143355	0.002566	0.000341
1128	40.568909	-0.0121052	0.117982	1.217067	0.002571	0.000341
1130	43.026	-0.014396445	0.141795	1.29078	0.002593	0.000341
1132	47.5406	-0.017650937	0.172103	1.426218	0.002543	0.000341
1134	52.0552	-0.021210685	0.208118	1.561656	0.002596	0.000341
1136	56.5698	-0.026265367	0.249447	1.697094	0.00257	0.000341
1138	61.0844	-0.030869984	0.299632	1.832532	0.002637	0.000341
1140	65.599	-0.0347873	0.357689	1.96797	0.002681	0.00059
1142	72.144636	-0.037506209	0.422634	2.164339	0.002718	0.001181
1144	78.690273	-0.037236963	0.491318	2.360708	0.002657	0.000902
1146	85.235909	-0.035423919	0.558625	2.557077	0.002661	0.001229
1148	91.781545	-0.031189644	0.617076	2.753446	0.002691	0.000341
1150	98.327182	-0.024577745	0.661553	2.949815	0.002769	0.000902
1152	103.38875	-0.017262841	0.684382	3.101662	0.002798	0.001229
1154	106.96625	-0.009300754	0.688515	3.208988	0.002816	0.001486
1156	110.54375	-0.001527051	0.671393	3.316312	0.002741	0.001229
1158	114.12125	0.004838937	0.641676	3.423638	0.002717	0.001181
1160	116.359	0.009521594	0.600544	3.49077	0.002716	0.000902
1162	117.257	0.01301458	0.554492	3.51771	0.002673	0.000682
1164	118.155	0.015720852	0.504701	3.54465	0.00267	0.00059
1166	119.053	0.017204313	0.453138	3.57159	0.002542	0.000341
1168	119.951	0.01800224	0.404331	3.59853	0.002575	0.00059
1170	120.684545	0.01772389	0.355524	3.620536	0.00252	0.000341
1172	121.253636	0.017335658	0.309078	3.637609	0.002406	0.000682
1174	121.822727	0.016554954	0.265191	3.654682	0.002499	0.000341
1176	122.391818	0.015477721	0.22583	3.671755	0.002364	0.000682
1178	122.960909	0.014018484	0.18765	3.688827	0.002388	0.00059
1180	123.53	0.012227829	0.152226	3.7059	0.002415	0.00059
1182	123.726364	0.010433699	0.11995	3.711791	0.002351	0.000341
1184	123.922727	0.008618648	0.089642	3.717682	0.002274	0.00059
1186	124.119091	0.006521017	0.060909	3.723573	0.002323	0.000682
1188	124.315455	0.00430478	0.03316	3.729464	0.002247	0.000902
1190	124.511818	0.002004827	0.005607	3.735355	0.002364	0.000902
1192	124.74125	0.000217743	-0.022142	3.742238	0.002321	0.000341
1194	125.00375	-0.001119271	-0.048514	3.750113	0.002312	0.00059
1196	125.26625	-0.002327183	-0.074688	3.757988	0.002343	0.000341
1198	125.52875	-0.003702541	-0.10047	3.765863	0.002258	0.00059
1200	125.4875	-0.005592479	-0.125857	3.764625	0.002264	0.00059
1202	125.1425	-0.007072469	-0.149671	3.754275	0.002341	0.000341
1204	124.7975	-0.008501856	-0.171319	3.743925	0.002262	0.00059
1206	124.4525	-0.010383026	-0.192377	3.733575	0.002286	0.000682
1208	124.1075	-0.012257204	-0.21186	3.723225	0.002295	0.000682
1210	123.7625	-0.014086015	-0.229573	3.712875	0.002298	0.000682
1212	123.33375	-0.016347422	-0.245711	3.700013	0.002235	0.00059
1214	122.82125	-0.018369833	-0.259487	3.684638	0.00233	0.000341
1216	122.30875	-0.020378272	-0.272476	3.669263	0.0023	0.000341
1218	121.79625	-0.022742551	-0.284284	3.653888	0.002297	0.000902
1220	121.264545	-0.025176587	-0.295502	3.637936	0.002361	0.000341
1222	120.713636	-0.027635025	-0.304555	3.621409	0.00238	0.000682
1224	120.162727	-0.030079491	-0.312821	3.604882	0.002362	0.000682
1226	119.611818	-0.032677448	-0.319906	3.588355	0.002383	0.000682
1228	119.060909	-0.034774749	-0.326006	3.571827	0.002374	0.00059
1230	118.51	-0.037941352	-0.33073	3.5553	0.002346	0.00059
1232	123.337778	-0.040448561	-0.334863	7.767175	0.002343	0.00059
1234	123.155556	-0.043022045	-0.337815	8.44914	0.002395	0.00059
1236	122.348333	-0.0452728	-0.339389	8.247222	0.002346	0.000341
1238	121.201566	-0.048134078	-0.340176	7.565114	0.002432	0.001181
1240	120.187273	-0.05065867	-0.34057	7.235631	0.002438	0.000682
1242	118.987727	-0.052909375	-0.338799	6.809438	0.0023	0.000902
1244	117.615	-0.055179248	-0.336634	6.13833	0.002405	0.00059
1246	116.298182	-0.057593881	-0.334666	5.546288	0.002429	0.000682
1248	114.694091	-0.059589838	-0.328762	4.547982	0.002462	0.000682
1250	113.85	-0.06196605	-0.324432	4.624478	0.002318	0.000902
1252	113.685	-0.063857301	-0.318331	5.29623	0.002378	0.001181
1254	113.292727	-0.065861917	-0.311246	5.646569	0.002371	0.00059
1256	112.81	-0.067486232	-0.304161	5.868986	0.002432	0.00059
1258	111.945	-0.069407074	-0.295699	5.550788	0.002433	0.000682
1260	111.452917	-0.071040071	-0.285662	5.299176	0.00228	0.000902
1262	111.76375	-0.072852723	-0.275428	5.722262	0.002409	0.000902
1264	111.412083	-0.074693267	-0.265391	5.208431	0.00241	0.000902
1266	111.295417	-0.076341912	-0.253583	5.02694	0.002358	0.000902
1268	110.47375	-0.077812613	-0.241971	3.848429	0.002377	0.000902
1270	109.837083	-0.079531003	-0.230163	2.931547	0.002351	0.000682
1272	110.146667	-0.08125112	-0.217174	2.629259	0.002337	0.000682
1274	111.47625	-0.082791547	-0.204776	3.045862	0.002385	0.000902
1276	112.59375	-0.084513372	-0.191787	3.162535	0.002356	0.000902
1278	113.27125	-0.086228203	-0.178994	2.656954	0.002434	0.001023
1280	114.343333	-0.087557508	-0.166792	2.623366	0.002367	0.000902
1282	116.164	-0.089118801	-0.153016	3.562404	0.002346	0.001181
1284	118.075833	-0.091212111	-0.140618	4.630371	0.002413	0.00059
1286	119.149167	-0.093240854	-0.127432	4.51252	0.002398	0.000682
1288	120.9525	-0.095201544	-0.115033	5.427045	0.002457	0.000682
1290	122.845833	-0.096897069	-0.102241	6.468849	0.002504	0.001181
1292	124.875556	-0.098484426	-0.088662	5.93184	0.002451	0.00059
1294	127.481667	-0.100190385	-0.074688	4.438274	0.002538	0.000682
1296	129.987778	-0.102602803	-0.060519	2.803286	0.002443	0.000902
1298	132.873889	-0.104453507	-0.044381	1.705699	0.002477	0.00059
1300	135.807727	-0.106452268	-0.03271	0.675608	0.003699	0.069813
1302	139.965056	-0.108246107	-0.018544	0.362117	0.003701	0.068688
1304	144.306111	-0.11057526	-0.00039	1.140013	0.003848	0.063414
1306	148.946667	-0.112161661	0.018727	1.494352	0.003799	0.07677
1308	152.912222	-0.114124043	0.038609	2.803286	0.003627	0.054095
1310	157.905682	-0.116125929	0.063772	2.092072	0.003609	0.073001
1312	163.4375	-0.118271597	0.084573	0.053033	0.003835	0.066721
1314	169.146136	-0.120173405	0.113873	2.236064	0.003811	0.064652
1316	175.0175	-0.122451197	0.14225	4.755293	0.003726	0.069353
1318	179.9725	-0.124735549	0.172687	5.978588	0.003735	0.067646
1320	185.7375	-0.126737671	0.207968	8.347396	0.003671	0.060304
1322	192.486566	-0.128473071	0.241559	10.160196	0.003918	0.06646
1324	200.053333	-0.131208564	0.280144	11.181715	0.003566	0.069158
1326	207.615556	-0.132421363	0.319297	12.196806	0.003929	0.069216
1328	215.567778	-0.13418226	0.364672	13.763441	0.003768	0.061563
1330	223.69	-0.136079579	0.41193	15.570491	0.003737	0.056351
1332	234.119091	-0.138447079	0.457892	14.904525	0.003798	0.067293
1334	244.735	-0.138899588	0.518557	14.50276	0.003788	0.086691
1336	255.88	-0.14074486	0.579066	14.849242	0.003916	0.053661
1338	266.015	-0.140858113	0.6314	13.767369	0.003951	0.061547
1340	276.480909	-0.140760477	0.693549	13.153472	0.003816	0.068258
1342	292.127475	-0.140132142	0.760079	0.771104	0.003935	0.0634
1344	308.960404	-0.13863934	0.827419	9.933493	0.004126	0.063311
1346	324.608788	-0.136944548	0.900432	22.31329	0.003894	0.066037
1348	340.540808	-0.133871657	0.974673	34.291965	0.004175	0.073683
1350	351.463788	-0.130241386	1.08887	40.690995	0.005317	0.049851
1352	359.286364	-0.126239803	1.170336	38.811163	0.005686	0.051106
1354	367.207121	-0.124639654	1.275587	36.79248	0.005623	0.053839
1356	375.035152	-0.119751734	1.374742	34.904933	0.005554	0.055582
1358	383.095	-0.119294404	1.482576	32.689546	0.005837	0.051147
1360	391.381667	-0.117450999	1.575866	30.15339	0.00639	0.052909
1362	403.882	-0.116924004	1.691655	33.477263	0.006697	0.048686
1364	421.696909	-0.119153816	1.817247	41.104246	0.007102	0.054704
1366	440.155833	-0.124291819	1.972249	47.820453	0.007285	0.056574
1368	459.409	-0.133263307	2.135848	53.413432	0.00667	0.048723
1370	479.703	-0.146714295	2.317847	57.53445	0.006776	0.051982
1372	507.414028	-0.160900974	2.52781	62.797957	0.007113	0.046864
1374	540.938333	-0.180980787	2.758826	71.471996	0.007621	0.055606
1376	578.673472	-0.205857594	3.025518	74.191018	0.009111	0.043293
1378	621.381111	-0.24124023	3.334476	69.877863	0.009561	0.044007
1380	667.525	-0.282155694	3.725233	60.705117	0.01004	0.049872
1382	726.365	-0.334840232	4.150783	47.595357	0.009778	0.059402
1384	786.709583	-0.399869573	4.644312	32.357796	0.010334	0.059019
1386	856.845	-0.472158862	5.176973	3.273904	0.011337	0.068685
1388	933.706667	-0.555577726	5.712608	35.322341	0.011509	0.052026
1390	1010.7	-0.656140337	6.332371	74.104791	0.014183	0.056389
1392	1183.5	-0.749393279	7.031605	59.175	0.014552	0.053415
1394	1315.291667	-0.833436359	7.976558	65.764583	0.017375	0.043724
1396	1434.45	-0.912011372	8.800499	71.7225	0.018881	0.056515
1398	1578.4	-0.962955767	9.688562	78.92	0.017346	0.061353
1400	1714.4	-0.992889452	10.597356	85.72	0.019504	0.052747
1402	1853.9	-0.993753318	11.511936	92.695	0.019688	0.042548
1404	1979.6	-0.969576972	12.314664	98.98	0.021007	0.040766
1406	2088.87	-0.927843894	13.005299	104.4435	0.020715	0.060132
1408	2202.35	-0.855889703	13.577815	110.1175	0.021477	0.031165
1410	2312.7	-0.776740274	13.912165	115.635	0.022382	0.038168
1412	2407.3	-0.686653827	13.998464	120.365	0.022205	0.094885
1414	2492.8	-0.603763427	13.864435	124.64	0.021784	0.139641
1416	2570.9	-0.523751828	13.525505	128.545	0.021531	0.036159
1418	2640.8	-0.451799883	12.954275	132.04	0.020531	0.147667
1420	2700.6	-0.389058781	12.405382	135.03	0.020523	0.178653
1422	2756.08	-0.343011906	11.650304	137.804	0.019496	0.178123
1424	2806.25	-0.310205425	10.73484	140.3125	0.018528	0.217459
1426	2856.32	-0.29438118	9.695633	142.816	0.017248	0.220957
1428	2891.8	-0.292373118	8.564421	144.59	0.015984	0.239767
1430	2926.3	-0.309361976	7.365151	146.315	0.016033	0.243134
1432	2955.5	-0.339303285	6.122248	147.775	0.013908	0.252596
1434	2981.7	-0.387663278	4.867855	149.085	0.011586	0.232241
1436	3003.4	-0.432681963	3.619247	150.17	0.010985	0.252263
1438	3022.7	-0.484928497	2.413789	151.135	0.009915	0.217496
1440	3035.96	-0.550846926	1.231875	151.798	0.007173	0.232936
1442	3045.8	-0.619611747	0.108457	152.29	0.009777	0.218064
1444	3051.9	-0.695988	-0.944009	152.595	0.006585	0.218054
1446	3155.378734	-0.774698885	-1.922951	142.072675	0.006977	0.20422
1448	3159.674405	-0.85699167	-2.843878	147.183435	0.007161	0.199338
1450	3162.105758	-0.940675686	-3.662597	152.858916	0.005412	0.173714
1452	3161.458571	-1.024391694	-4.441781	159.040437	0.006993	0.178041
1454	3158.242284	-1.105629126	-5.144389	165.934192	0.006289	0.152702
1456	3150.16869	-1.182213249	-5.784643	170.934141	0.006682	0.152017
1458	3139.744271	-1.253488461	-6.37773	177.58498	0.006498	0.14305
1460	3125.303044	-1.320462136	-6.924613	180.432243	0.007277	0.139614
1462	3105.93	-1.381103431	-7.454543	190.254151	0.007153	0.140865
1464	3068.28592	-1.43861028	-7.960607	186.527713	0.008412	0.1389
1466	3029.055476	-1.490903858	-8.431155	185.044732	0.008803	0.111169
1468	2983.910233	-1.533618821	-8.856625	187.397768	0.009241	0.111882
1470	2936.196068	-1.577820482	-9.255417	192.584613	0.008804	0.094774
1472	2891.072389	-1.619271398	-9.611221	194.338178	0.008931	0.122271
1474	2841.351776	-1.65632449	-9.916644	202.691456	0.009285	0.096815
1476	2783.1475	-1.694736215	-10.18205	205.97667	0.010297	0.111523
1478	2722.170227	-1.727870639	-10.405271	199.220586	0.010225	0.095329
1480	2661.376818	-1.759853309	-10.570316	196.195776	0.010502	0.102132
1482	2605.431364	-1.792219274	-10.704747	193.72733	0.010438	0.090518
1484	2549.4475	-1.819355847	-10.779476	192.194516	0.010174	0.103613
1486	2497.588409	-1.841182997	-10.845205	189.822494	0.010572	0.099134
1488	2442.256591	-1.868526159	-10.856052	192.36165	0.011297	0.109162
1490	2376.543523	-1.885938778	-10.865213	179.139557	0.010977	0.1051
1492	2310.068523	-1.907284409	-10.813947	165.392758	0.011376	0.095958
1494	2253.971061	-1.923704358	-10.776021	162.953615	0.012135	0.084642
1496	2199.85399	-1.941418789	-10.72596	166.375012	0.010871	0.066572
1498	2143.750253	-1.949730267	-10.641108	167.552523	0.010916	0.056575
1500	2087.933333	-1.954763177	-10.550951	163.270956	0.010317	0.067023
1502	2034.988889	-1.952983696	-10.432913	157.669099	0.011074	0.068205
1504	1984.744444	-1.952195003	-10.305472	156.474874	0.01059	0.081684
1506	1935.8	-1.955515137	-10.189041	153.442172	0.009606	0.095602
1508	1887.166304	-1.949464359	-10.027049	146.818426	0.009796	0.065869
1510	1835.805336	-1.939511488	-9.867628	144.051626	0.009205	0.091852
1512	1787.878333	-1.932404493	-9.691896	140.306485	0.009407	0.081114
1514	1742.195	-1.919540527	-9.53143	135.050324	0.008657	0.10121
1516	1697.749819	-1.905380771	-9.359394	130.237028	0.011089	0.097948
1518	1653.184783	-1.891508269	-9.185349	128.884046	0.008981	0.102451
1520	1611.841087	-1.872070684	-9.009376	123.51895	0.008838	0.097404
1522	1572.97279	-1.85127352	-8.82826	119.545061	0.008887	0.097544
1524	1531.546159	-1.830619797	-8.653572	119.189202	0.008297	0.079553
1526	1498.269468	-1.803041717	-8.476715	120.447817	0.009188	0.093867
1528	1467.319371	-1.78588873	-8.276395	121.701188	0.008331	0.06768
1530	1434.646522	-1.763122691	-8.092627	122.819529	0.008928	0.089792
1532	1401.752681	-1.736134874	-7.920189	121.107613	0.008941	0.075141
1534	1367.763125	-1.71555886	-7.750644	121.287375	0.007889	0.088351
1536	1337.350625	-1.689305984	-7.556671	118.346989	0.008268	0.066507
1538	1305.821458	-1.662924877	-7.392671	116.985808	0.006713	0.073567
1540	1270.304858	-1.639421776	-7.223125	109.702702	0.008004	0.081875
1542	1235.342447	-1.610817628	-7.053661	97.782186	0.008265	0.076076
1544	1202.931667	-1.5845	-6.883714	92.475425	0.007646	0.07534
1546	1178.455417	-1.561076515	-6.731203	91.281004	0.008229	0.096486
1548	1152.74	-1.534598762	-6.569935	91.839029	0.00663	0.07667
1550	1129.762917	-1.507593221	-6.41879	93.497783	0.007109	0.088119
1552	1108.955833	-1.484105502	-6.26861	92.087695	0.006754	0.083776
1554	1085.205	-1.460154103	-6.125903	89.243947	0.00681	0.089696
1556	1060.2285	-1.437002302	-5.979259	84.402387	0.009462	0.078316
1558	1038.419354	-1.411675902	-5.831569	77.14915	0.006667	0.075757
1560	1018.909622	-1.389995346	-5.716584	74.914601	0.007994	0.080395
1562	999.246224	-1.367899112	-5.583841	72.89737	0.006104	0.089665
1564	980.122245	-1.343468413	-5.470462	70.247162	0.008147	0.076551
1566	960.999071	-1.32481036	-5.349933	67.639107	0.007003	0.086351
1568	943.271199	-1.304905227	-5.239126	64.49337	0.006695	0.08558
1570	926.628612	-1.282553725	-5.118917	63.162472	0.006839	0.07183
1572	910.085776	-1.257619015	-5.008753	61.690507	0.007708	0.082665
1574	895.1103	-1.242093904	-4.897303	62.377142	0.00716	0.089901
1576	880.8368	-1.225709693	-4.811968	62.843125	0.007151	0.079506
1578	867.3845	-1.207016599	-4.720125	62.189334	0.007335	0.092394
1580	853.9695	-1.194082247	-4.633665	61.560009	0.006332	0.0864
1582	839.7745	-1.177372176	-4.530331	62.033771	0.007045	0.088766
1584	826.6218	-1.163320897	-4.452147	61.124856	0.007305	0.089391
1586	813.6048	-1.148779398	-4.376374	60.040154	0.006925	0.07388
1588	801.609733	-1.136022549	-4.30277	57.682822	0.006839	0.091643
1590	789.191176	-1.123702837	-4.233345	56.244937	0.006922	0.076632
1592	776.488029	-1.111769118	-4.146966	55.209525	0.006563	0.079677
1594	764.8431	-1.099709761	-4.08188	56.025626	0.007412	0.066196
1596	755.1816	-1.088558832	-4.024347	54.873749	0.006732	0.082239
1598	746.018269	-1.0783419	-3.964564	53.214409	0.00647	0.076758
1600	736.1625	-1.068977918	-3.903817	52.994118	0.006672	0.0778
1602	727.271731	-1.058241034	-3.856489	51.409111	0.006927	0.069332
1604	718.537578	-1.050894252	-3.800081	50.677747	0.006249	0.075178
1606	709.836833	-1.042270574	-3.753958	50.359909	0.006464	0.07245
1608	703.144423	-1.034538275	-3.697872	47.566257	0.006649	0.07921
1610	696.260577	-1.028381695	-3.655445	47.10827	0.006838	0.076939
1612	689.508231	-1.022131406	-3.603859	46.464313	0.006792	0.064253
1614	682.443304	-1.013506108	-3.561593	45.831621	0.006487	0.064189
1616	675.979808	-1.007217588	-3.521497	43.995912	0.006745	0.059045
1618	669.642538	-1.001822426	-3.48132	41.981691	0.006265	0.056755
1620	663.420377	-0.996482688	-3.445242	40.843021	0.006015	0.072556
1622	656.745583	-0.985023981	-3.400887	40.399121	0.006491	0.073148
1624	650.131415	-0.986589889	-3.364246	40.505078	0.007663	0.072556
1626	644.806132	-0.979638329	-3.329292	40.271332	0.006374	0.064292
1628	639.863849	-0.97555438	-3.290562	39.495943	0.006644	0.059138
1630	634.667075	-0.973069471	-3.26051	38.306909	0.006456	0.05838
1632	630.022038	-0.967697804	-3.222583	35.921078	0.006804	0.06083
1634	624.785	-0.964031818	-3.187308	34.372461	0.007954	0.075059
1636	620.566689	-0.959127204	-3.155729	33.06953	0.006885	0.064154
1638	616.380377	-0.95480685	-3.123427	31.721344	0.005908	0.066926
1640	612.671077	-0.953690988	-3.083411	30.599963	0.006201	0.059348
1642	609.25	-0.949157462	-3.055368	30.745003	0.006397	0.061799
1644	605.127104	-0.946095011	-3.018084	31.882564	0.007021	0.061061
1646	601.298909	-0.941094548	-2.986505	32.164102	0.006325	0.064013
1648	597.443	-0.937546078	-2.951953	32.248312	0.006633	0.068352
1650	593.443	-0.935383532	-2.917884	32.536297	0.006483	0.054316
1652	590.29197	-0.932464187	-2.892251	31.204194	0.006403	0.064827
1654	587.01037	-0.930841166	-2.860431	30.010136	0.005918	0.057779
1656	584.547182	-0.925834518	-2.824915	28.153007	0.00555	0.058667
1658	582.326273	-0.922803875	-2.792292	27.930589	0.005885	0.060092
1660	580.734	-0.918488926	-2.759508	26.819146	0.006312	0.061854
1662	579.381875	-0.914673761	-2.724956	25.401927	0.006095	0.066818
1664	577.60483	-0.91361376	-2.696591	24.627002	0.006185	0.06878
1666	575.519602	-0.909424311	-2.661557	24.287913	0.005875	0.061577
1668	579.253524	-0.904399406	-2.626282	19.938569	0.005505	0.055783
1670	577.677238	-0.90385843	-2.599364	20.072222	0.005968	0.062594
1672	576.589061	-0.90058023	-2.55075	19.363547	0.006225	0.060923
1674	575.246705	-0.895098012	-2.524635	19.145765	0.005759	0.052206
1676	574.30905	-0.891767866	-2.496753	18.235312	0.005908	0.069087
1678	573.227625	-0.891592273	-2.462683	17.645204	0.006191	0.068108
1680	573.091819	-0.884574491	-2.431426	18.013408	0.005666	0.065829
1682	573.238395	-0.880464528	-2.38924	17.892433	0.00618	0.052689
1684	573.06299	-0.876605916	-2.357501	18.270794	0.005678	0.07107
1686	573.062609	-0.87021637	-2.327368	18.171527	0.005975	0.061051
1688	573.215488	-0.868600257	-2.289683	17.793523	0.005518	0.05942
1690	573.016137	-0.860781838	-2.251676	18.322082	0.006154	0.062796
1692	573.390605	-0.856753948	-2.216963	18.568116	0.005811	0.063347
1694	573.691098	-0.846510921	-2.183697	18.943969	0.005896	0.057304
1696	575.156006	-0.848614257	-2.146252	18.586475	0.007894	0.061787
1698	576.165362	-0.84072446	-2.108808	18.823435	0.006465	0.045756
1700	577.982228	-0.834699907	-2.067908	18.076609	0.005766	0.044854
1702	579.869179	-0.830254893	-2.031669	16.830126	0.006494	0.079983
1704	581.427629	-0.824425888	-1.999447	16.069016	0.00604	0.046277
1706	583.178463	-0.818999554	-1.960797	14.654029	0.00543	0.057568
1708	585.9983	-0.811502739	-1.924317	14.536932	0.006084	0.060696
1710	589.403933	-0.805078074	-1.878998	13.963741	0.005577	0.058806
1712	592.540367	-0.798098823	-1.845089	13.839477	0.006515	0.059194
1714	596.419426	-0.792298354	-1.811823	14.54014	0.005157	0.058685
1716	600.185436	-0.787348368	-1.766744	14.933075	0.005693	0.059813
1718	604.643968	-0.779334475	-1.730827	14.742494	0.006624	0.05589
1720	609.453536	-0.772429079	-1.696837	14.284712	0.0054	0.0581
1722	614.16024	-0.764937185	-1.653205	14.6563	0.006076	0.062785
1724	618.924529	-0.760248699	-1.624439	14.278115	0.006889	0.064827
1726	624.749893	-0.751519769	-1.579522	14.002816	0.005217	0.057356
1728	630.213321	-0.748952202	-1.540149	14.370599	0.005845	0.064705
1730	635.792004	-0.734747762	-1.51307	13.944713	0.005736	0.051998
1732	642.413751	-0.739149361	-1.472893	14.624676	0.008241	0.055741
1734	649.744391	-0.720707274	-1.438663	14.102713	0.00704	0.051964
1736	656.37386	-0.721085362	-1.405396	14.76124	0.006754	0.053645
1738	665.356323	-0.70769543	-1.363934	13.985321	0.006759	0.058806
1740	673.91523	-0.713461508	-1.328016	14.606867	0.00911	0.056281
1742	682.533878	-0.702485516	-1.289527	14.460937	0.006955	0.052897
1744	692.914944	-0.692372815	-1.263653	15.68853	0.006159	0.060145
1746	703.523261	-0.68843213	-1.228459	16.703685	0.007608	0.049725
1748	714.759011	-0.688142532	-1.181613	16.761649	0.005563	0.059582
1750	725.3928	-0.673355791	-1.158471	17.309721	0.005388	0.054783
1752	736.787246	-0.669889851	-1.116366	16.423553	0.006181	0.044001
1754	747.241605	-0.663513404	-1.077957	17.124119	0.005203	0.0585
1756	759.030396	-0.652356788	-1.02621	15.289346	0.005754	0.059409
1758	770.202893	-0.647564423	-1.006202	14.433019	0.004762	0.049732
1760	781.730372	-0.637583157	-0.943928	12.918376	0.00716	0.052247
1762	794.567855	-0.627585676	-0.88985	14.686739	0.005535	0.062054
1764	808.568312	-0.61609902	-0.843005	16.6701	0.005561	0.052787
1766	822.222056	-0.60448785	-0.796802	19.194439	0.006402	0.04856
1768	833.782659	-0.585091814	-0.729787	20.371374	0.006114	0.051469
1770	844.070131	-0.569008176	-0.658514	20.471554	0.0062	0.043527
1772	853.003169	-0.543161071	-0.578241	22.880632	0.006262	0.050584
1774	862.023521	-0.523613075	-0.512753	23.264757	0.00537	0.049568
1776	869.951117	-0.498445779	-0.429105	23.378895	0.005917	0.051998
1778	876.871605	-0.47136425	-0.336217	25.201205	0.005802	0.0452
1780	883.62618	-0.442877677	-0.250239	26.06412	0.005543	0.056939
1782	889.306905	-0.413034903	-0.160646	26.054137	0.005238	0.054331
1784	894.675928	-0.38326222	-0.031518	26.560808	0.005722	0.059636
1786	899.645792	-0.353734435	0.057353	26.600656	0.006248	0.052613
1788	902.048719	-0.327442754	0.158999	24.47017	0.005736	0.057938
1790	904.101643	-0.295104233	0.2547	22.945766	0.005733	0.050173
1792	904.962176	-0.269570763	0.35707	23.450013	0.005907	0.058902
1794	905.228873	-0.244682895	0.469645	21.450473	0.006118	0.050567
1796	904.703133	-0.221736923	0.561167	20.596798	0.006136	0.059719
1798	903.69215	-0.200843719	0.65735	20.585555	0.006296	0.049905
1800	904.714838	-0.184227	0.760282	22.341023	0.006151	0.078409
1802	906.143807	-0.167658936	0.850197	25.542426	0.006362	0.065042
1804	907.745982	-0.154911181	0.933363	28.430762	0.005933	0.074761
1806	907.612854	-0.144003366	1.028742	29.178891	0.006201	0.078557
1808	905.657495	-0.136496732	1.115604	27.095785	0.006062	0.063861
1810	903.934248	-0.131044462	1.192341	24.624789	0.006001	0.059683
1812	903.821278	-0.128478362	1.28097	21.733806	0.006164	0.065581
1814	901.406909	-0.12670458	1.353288	30.568098	0.006179	0.067325
1816	905.107167	-0.129600733	1.435489	34.034699	0.006448	0.05295
1818	909.437424	-0.1327549	1.515682	36.610346	0.006149	0.064634
1820	908.851234	-0.136360235	1.59708	33.229703	0.006544	0.062906
1822	907.528636	-0.144182972	1.677754	29.45614	0.006427	0.061418
1824	906.359182	-0.151320404	1.769759	25.466001	0.006394	0.069601
1826	907.99409	-0.161402527	1.850112	25.257981	0.006947	0.059012
1828	913.032239	-0.17215635	1.936572	25.402442	0.006475	0.063468
1830	918.474388	-0.1849469	2.041513	24.97556	0.006648	0.058351
1832	926.387015	-0.197314773	2.143883	22.481774	0.006862	0.056066
1834	935.502075	-0.212761578	2.243681	22.568126	0.006729	0.056534
1836	946.089134	-0.22856918	2.35947	20.572755	0.006979	0.057144
1838	957.750194	-0.246671031	2.478473	17.058518	0.007074	0.048956
1840	971.911941	-0.267282062	2.605753	12.288018	0.00741	0.049777
1842	986.989265	-0.288135899	2.760352	6.476058	0.007652	0.05295
1844	1003.868088	-0.310480234	2.913505	1.883608	0.007321	0.058774
1846	1026.908551	-0.337266314	3.085461	5.220498	0.00756	0.056534
1848	1056.300652	-0.363221894	3.270193	3.803312	0.007982	0.058622
1850	1088.847754	-0.393598359	3.467139	6.84797	0.008623	0.044861
1852	1126.692426	-0.438276305	3.658781	16.104461	0.013447	0.031266
1854	1215.763622	-0.486422676	3.934794	73.255526	0.014525	0.06518
1856	1298.898759	-0.528248288	4.260947	130.828872	0.013087	0.072162
1858	1366.568086	-0.567052667	4.794332	149.582191	0.023966	0.038168
1860	1471.969106	-0.647643667	5.213775	205.493854	0.023966	0.054164
1862	1564.936284	-0.73591	5.708429	205.00156	0.019941	0.053125
1864	1662.154698	-0.778124333	6.248884	207.494214	0.028974	0.052502
1866	1753.859395	-0.877903667	7.087048	179.989616	0.033235	0.028927
