% Combined data for Waterradiance	pure water absorption, salinity and temperature coefficient	related uncertainties		
% see relevant ATBD for more details!
% R. Rˆttgers, HZG
%Wavelength 	a (m-1), 20degreeC, 0 PSU	PsiS (m-1 PSU-1)	PsiT (m-1 degreeC-1)	sigma a (m-1)	sigmaPsiS  (m-1 PSU-1)	sigmaPsiT (m-1 degreeC-1)
2634	16239.57908	-1.910236	102.913006	1175.704052	0.143705	0.188212
2636	16553.28377	-2.0196095	105.622515	1218.140203	0.260891	0.217114
2638	16893.41884	-2.1002005	107.907758	1245.706356	0.382242	0.349927
2640	17223.11933	-2.2268435	110.327995	1264.07162	0.309847	0.20249
2642	17572.33665	-2.382269	112.950722	1294.481501	0.211131	0.136704
2644	17930.34337	-2.5031555	115.428814	1319.441779	0.197575	0.260879
2646	18333.00216	-2.704633	117.92619	1330.171922	0.150904	0.109516
2648	18745.10086	-2.9061105	121.4553	1358.898828	0.189633	0.044187
2650	19226.28589	-2.992458	124.675855	1335.825974	0.20984	0.293578
2652	19689.86482	-3.2399875	128.06033	1363.716797	0.21088	0.260344
2654	20179.30042	-3.2399875	132.167983	1359.585111	0.263997	0.100207
2656	20690.53196	-3.7695855	135.726021	1365.468398	0.105832	0.450929
2658	21194.32841	-3.84442	139.33227	1389.033595	0.211664	0.164487
2660	21766.77191	-4.109219	143.379193	1389.142251	0.211664	0.776915
2662	22425.28206	-4.1840535	149.842863	1337.638837	0.203523	1.035333
2664	23102.08833	-4.773894023	159.542436	1311.302914	0.203523	1.429285
2666	23845.66567	-5.130064444	167.3754	1259.591464	0.203523	1.696702
2668	24619.91589	-5.406608373	175.646548	1259.137216	0.203523	1.858855
2670	25461.60058	-5.565014394	185.197005	1260.91363	0.203523	0.176748
2672	26520.19211	-5.486984087	192.942067	1071.033378	0.203523	1.441524
2674	27521.61476	-5.775781319	201.593453	1086.581355	0.203523	0.164487
2676	28775.49055	-6.053884591	209.980989	892.178622	0.203523	0.351914
2678	30391.83549	-6.244938263	218.544308	298.166404	0.203523	0.144636
2680	31702.9407	-6.853852529	230.409984	315.689829	0.203523	0.626458
2682	33114.92846	-7.217031859	244.626226	393.858315	0.203523	0.508493
2684	34667.8054	-7.760912795	261.40284	467.475929	0.203523	0.385213
2686	36384.45872	-8.746476289	275.292076	608.760555	0.203523	1.32002
2688	38277.869	-9.8871088	295.002677	788.9459	0.203523	0.217114
2690	40412.28758	-11.02768908	318.335864	975.80999	0.203523	0.76825
2692	42788.2006	-12.16309071	342.705564	1195.294153	0.203523	3.320998
2694	45457.49051	-13.50156082	368.368666	1458.747862	0.203523	2.849629
2696	48508.94223	-14.64340879	397.752197	1700.409087	0.203523	0.385213
2698	51852.04191	-16.30117832	432.942724	2107.03545	0.203523	1
2700	55437.84707	-18.34341875	466.571474	2848.211866	0.203523	1
2702	59365.51401	-20.76229529	503.782209	3844.559382	0.203523	1
2704	64019.55263	-23.32542051	544.900257	4620.310134	0.203523	1
2706	69244.35829	-25.8510244	591.117618	5489.776638	0.203523	1
2708	74961.76574	-29.62575788	644.457061	6621.723718	0.203523	1
2710	81322.47018	-33.03029123	701.638862	7855.207056	0.203523	1
2712	89686.77477	-36.80879519	762.434555	7340.460015	0.203523	1
2714	98303.37957	-41.23347837	825.376927	7631.431151	0.203523	1
2716	107993.8665	-46.067914	891.81731	7583.885029	0.203523	1
2718	119002.838	-50.58048919	960.736972	6838.705677	0.203523	1
2720	131423.8007	-54.6363415	1032.45882	5242.00578	0.203523	1
2722	145143.06	-59.06170609	1105.933325	2899.929704	0.203523	1
2724	159448.6188	-63.67293986	1185.013065	724.598898	0.203523	1
2726	174615.3654	-67.45526975	1267.658892	1818.515446	0.203523	1
2728	189542.1732	-70.78560246	1346.981575	3288.003564	0.203523	1
2730	204773.7706	-72.98606218	1430.215931	4647.430178	0.203523	1
2732	220072.7825	-74.3890974	1513.32774	5699.386256	0.203523	1
2734	235760.084	-75.26506915	1593.688804	7053.271378	0.203523	1
2736	251513.6921	-75.11316186	1671.335453	8437.633608	0.203523	1
2738	268291.9775	-73.2860898	1747.653567	11351.31798	0.203523	1
2740	284969.2507	-70.78579411	1819.236048	14251.02912	0.203523	1
2742	301183.478	-67.0717512	1885.310122	16739.36996	0.203523	1
2744	316734.2189	-62.95662383	1942.465089	18627.30738	0.203523	1
2746	331299.0468	-58.03397951	1993.555059	19483.90759	0.203523	1
2748	344679.5153	-51.62838737	2043.278781	19050.14212	0.203523	1
2750	357356.2697	-44.85257429	2084.47578	18024.12396	0.203523	1
2752	369588.4055	-38.18024776	2118.222061	16728.36084	0.203523	1
2754	381461.7769	-28.68830812	2143.721048	15283.36786	0.203523	1
2756	393572.8316	-20.94791063	2161.42039	14416.93327	0.203523	1
2758	405275.0676	-12.87029928	2175.96397	13211.68953	0.203523	1
2760	416474.4633	-4.874029765	2175.597022	11505.38636	0.203523	1
2762	427514.6364	2.749889821	2166.757814	9733.333957	0.203523	1
2764	438428.3535	10.89123969	2156.567881	7893.640203	0.203523	1
2766	448923.7955	18.6183031	2144.931122	5563.09824	0.203523	1
2768	459929.8258	26.11848965	2126.263772	3974.186435	0.203523	1
2770	470513.9648	34.38787144	2097.102342	1836.406094	0.203523	1
2772	481718.747	42.45289897	2060.87633	560.386313	0.203523	1
2774	492746.0158	49.45949232	2025.923834	1037.347939	0.203523	1
2776	503792.294	57.48231696	1992.704556	2696.310946	0.203523	1
2778	515012.8784	65.28082878	1950.778782	4258.833158	0.203523	1
2780	527088.3023	72.00649182	1900.860627	4752.892231	0.203523	1
2782	539243.3511	79.17065308	1854.017061	5308.040022	0.203523	1
2784	551384.7728	86.20362438	1802.798278	6087.868084	0.203523	1
2786	564434.382	92.59854323	1746.148702	5652.444691	0.203523	1
2788	577724.0983	99.22192354	1685.899135	4952.007748	0.203523	1
2790	590571.6842	105.5966926	1625.68339	5061.73088	0.203523	1
2792	604140.3916	111.4382149	1564.239121	4326.279479	0.203523	1
2794	617286.2097	117.8292732	1489.731835	4346.881945	0.203523	1
2796	630860.5741	124.1666657	1411.80019	3925.254493	0.203523	1
2798	644393.6369	130.530053	1326.223372	3682.098587	0.203523	1
2800	658628.3573	136.5054976	1246.853441	2601.850187	0.203523	1
2802	672388.2111	142.5162858	1167.698848	2309.709351	0.203523	1
2804	686472.0752	148.0368377	1092.457141	1659.332392	0.203523	1
2806	701147.2181	153.5731773	1001.066822	243.553241	0.203523	1
2808	714856.4567	159.6193387	901.838777	238.940915	0.203523	1
2810	728466.9607	165.3135104	807.186172	430.572495	0.203523	1
2812	741860.9157	171.2725061	719.543199	960.939965	0.203523	1
2814	754851.3985	177.1903813	624.286094	2049.051904	0.203523	1
2816	768059.1985	182.0090276	532.344588	2852.042356	0.203523	1
2818	781572.1629	187.21257	450.021573	3264.588876	0.203523	1
2820	795116.4612	192.0615247	352.435809	3657.808569	0.203523	1
2822	808706.0446	196.8060148	241.987157	3904.706711	0.203523	1
2824	822304.4447	201.925771	143.593251	4035.026688	0.203523	1
2826	834565.2833	207.3245221	41.947466	5927.723284	0.203523	1
2828	845798.7017	213.7018809	-60.036148	9133.983506	0.203523	1
2830	857253.3754	217.7825852	-162.950534	11875.3286	0.203523	1
2832	868103.2057	222.9671281	-263.6146	15361.12513	0.203523	1
2834	879182.8121	228.4430663	-375.119673	18408.19871	0.203523	1
2836	890644.2686	233.0994949	-481.179044	20840.93795	0.203523	1
2838	902122.8587	237.4006944	-598.06295	23156.48661	0.203523	1
2840	912850.2762	242.2832537	-692.650184	26306.53069	0.203523	1
2842	924622.3841	246.8504128	-794.434837	27750.24166	0.203523	1
2844	935314.3481	252.6723158	-897.288811	30431.18621	0.203523	1
2846	945281.8914	257.1938129	-984.870255	33919.0516	0.203523	1
2848	957235.816	260.5892681	-1074.342785	34285.22627	0.203523	1
2850	968473.0315	263.3538453	-1187.596387	35366.69727	0.203523	1
2852	979501.0477	267.2035951	-1287.838684	36563.61637	0.203523	1
2854	989887.1537	269.466226	-1382.138308	38552.73972	0.203523	1
2856	1001540.097	271.7582166	-1503.359108	38655.89678	0.203523	1
2858	1013124.874	275.0003361	-1604.369161	38643.20671	0.203523	1
2860	1025180.091	278.2160868	-1706.913204	37745.4887	0.203523	1
2862	1037172.936	280.631662	-1820.034037	36731.27772	0.203523	1
2864	1047630.597	280.4133262	-1931.989924	37537.6082	0.203523	1
2866	1058837.277	281.763591	-2040.582651	37105.11243	0.203523	1
2868	1070319.021	283.8344242	-2151.595603	35771.14691	0.203523	1
2870	1080918.09	285.1017635	-2250.501296	35333.78173	0.203523	1
2872	1089933.138	286.3373385	-2353.839042	36957.83794	0.203523	1
2874	1100467.813	282.5574106	-2435.221057	36370.48031	0.203523	1
2876	1112249.243	279.5722946	-2523.009327	33727.92359	0.203523	1
2878	1122060.147	278.1140785	-2611.843335	33619.59926	0.203523	1
2880	1130928.263	276.3460569	-2721.043421	34511.42499	0.203523	1
2882	1140093.797	270.4527239	-2801.924253	34765.16841	0.203523	1
2884	1147780.469	266.1650187	-2886.402972	36582.83205	0.203523	1
2886	1157034.273	263.4325366	-2993.170354	35828.07207	0.203523	1
2888	1165531.849	261.7038753	-3090.368801	35453.41359	0.203523	1
2890	1172399.469	257.3188616	-3158.446534	37083.07097	0.203523	1
2892	1180626.952	250.8483522	-3272.119262	36399.118	0.203523	1
2894	1187228.986	243.0839373	-3407.427987	37721.92691	0.203523	1
2896	1194274.947	234.125663	-3534.39488	38289.75719	0.203523	1
2898	1200675.821	228.2540482	-3675.596578	39422.36463	0.203523	1
2900	1205893.783	220.4450919	-3805.736549	41463.01986	0.203523	1
2902	1211096.445	213.8427799	-3933.29141	43191.33962	0.203523	1
2904	1216882.117	207.6047226	-4041.938524	43815.32987	0.203523	1
2906	1223113.202	197.7164232	-4167.659124	43134.50636	0.203523	1
2908	1228157.093	181.9523877	-4282.825129	43041.40767	0.203523	1
2910	1232040.457	167.7282014	-4331.999127	44180.67807	0.203523	1
2912	1236068.244	157.8248348	-4427.249887	44361.39654	0.203523	1
2914	1237741.321	154.4933011	-4514.288662	47646.72362	0.203523	1
2916	1242227.609	144.8944522	-4613.335595	46319.1844	0.203523	1
2918	1245345.232	135.8121551	-4700.078815	46733.01495	0.203523	1
2920	1246638.577	123.5670105	-4774.717877	48939.20425	0.203523	1
2922	1248874.518	103.6637457	-4856.353487	49225.73608	0.203523	1
2924	1250037.243	92.86881096	-4969.465658	50257.25123	0.203523	1
2926	1252536.327	82.95642238	-5083.985773	48647.28726	0.203523	1
2928	1254554.45	73.98028709	-5191.127244	47170.31612	0.203523	1
2930	1254981.258	62.46711854	-5283.864745	46783.96416	0.203523	1
2932	1255250.287	46.8860117	-5387.073956	45938.77696	0.203523	1
2934	1255606.176	33.77966619	-5474.193062	44320.75966	0.203523	1
2936	1256018.52	22.42633403	-5598.324618	42169.7548	0.203523	1
2938	1253978.247	11.28416722	-5740.801152	42867.04789	0.203523	1
2940	1251356.439	-2.511927424	-5823.700948	43496.17315	0.203523	1
2942	1248372.524	-16.92614192	-5873.444677	44508.8696	0.203523	1
2944	1244220.862	-26.55359499	-5968.996858	46238.93162	0.203523	1
2946	1241522.713	-36.42154647	-6060.799395	45412.66283	0.203523	1
2948	1238937.739	-50.97905038	-6128.62145	43893.99202	0.203523	1
2950	1234816.96	-74.23414709	-6176.431948	44023.70505	0.203523	1
2952	1231663.098	-91.07128657	-6234.411788	42091.37647	0.203523	1
2954	1229508.197	-97.83729242	-6267.947686	38069.65024	0.203523	1
2956	1226431.443	-110.048078	-6305.110036	34834.12117	0.203523	1
2958	1221927.127	-119.3241932	-6385.623656	33178.10093	0.203523	1
2960	1218013.378	-129.2671245	-6435.139205	30565.93196	0.203523	1
2962	1213785.773	-141.1112942	-6470.435892	28012.73614	0.203523	1
2964	1209294.213	-152.6145475	-6535.553266	25557.65378	0.203523	1
2966	1204224.82	-169.6897304	-6583.933872	23731.03518	0.203523	1
2968	1198525.754	-185.5276666	-6616.784232	22380.99577	0.203523	1
2970	1192084.417	-195.6015037	-6628.899774	21756.85141	0.203523	1
2972	1184597.526	-202.6290536	-6606.466645	22372.50264	0.203523	1
2974	1177813.35	-217.1801604	-6580.592776	21640.63382	0.203523	1
2976	1171410.931	-234.0978397	-6562.905668	20018.72334	0.203523	1
2978	1165199.539	-244.5576025	-6584.6111	18101.28224	0.203523	1
2980	1157897.621	-254.788487	-6588.775404	17768.58579	0.203523	1
2982	1150635.155	-266.4210352	-6586.734621	17491.6845	0.203523	1
2984	1143597.892	-278.0387723	-6560.512946	16920.44081	0.203523	1
2986	1136279.537	-285.8057846	-6544.911636	16658.78118	0.203523	1
2988	1129303.714	-291.3872985	-6543.139184	16021.22061	0.203523	1
2990	1122008.116	-304.0292772	-6543.712335	15756.38909	0.203523	1
2992	1113830.724	-318.0588247	-6540.490927	16731.17069	0.203523	1
2994	1105908.938	-326.8836481	-6528.807399	17124.62458	0.203523	1
2996	1099568.952	-333.874282	-6556.124354	15166.7443	0.203523	1
2998	1091942.833	-341.6795996	-6561.048424	15192.66076	0.203523	1
3000	1083165.237	-349.6363062	-6568.805678	16732.83845	0.203523	1
3002	1076122.073	-356.8303226	-6549.107826	15996.11586	0.203523	1
3004	1069290.525	-366.7362833	-6556.401102	15275.82019	0.203523	1
3006	1062855.472	-377.8609339	-6582.182613	14220.58426	0.203523	1
3008	1056811.442	-385.5597723	-6615.990273	12649.82302	0.203523	1
3010	1050175.315	-390.6845864	-6613.013406	12080.18645	0.203523	1
3012	1044661.871	-398.2036749	-6621.711131	9986.993336	0.203523	1
3014	1038241.357	-404.6858683	-6612.604334	9203.73488	0.203523	1
3016	1032240.175	-406.9577331	-6573.231857	7882.130541	0.203523	1
3018	1025767.513	-410.2024656	-6540.215224	7276.5394	0.203523	1
3020	1018143.755	-417.2725447	-6494.350452	8264.317666	0.203523	1
3022	1012256.543	-423.4195012	-6444.923156	7009.609696	0.203523	1
3024	1006064.689	-426.6723606	-6386.336192	6257.455544	0.203523	1
3026	999821.4181	-430.0522503	-6352.094144	5640.003532	0.203523	1
3028	993383.8129	-435.1117222	-6336.059283	5464.256591	0.203523	1
3030	987171.7933	-441.2557825	-6322.211898	5239.840284	0.203523	1
3032	981072.2018	-444.4459904	-6313.02845	5033.000038	0.203523	1
3034	975889.8967	-445.300271	-6289.90973	3606.098445	0.203523	1
3036	971077.2469	-447.4928421	-6263.608741	1754.445349	0.203523	1
3038	965838.8768	-450.153809	-6246.78197	559.382932	0.203523	1
3040	960306.6199	-454.787115	-6234.620288	367.761651	0.203523	1
3042	953982.0273	-460.5558887	-6204.905625	195.122829	0.203523	1
3044	948049.1449	-462.5332365	-6181.890287	662.746925	0.203523	1
3046	941991.9233	-464.8243971	-6161.160618	973.087435	0.203523	1
3048	936138.4205	-466.5708324	-6142.544408	1539.012544	0.203523	1
3050	930331.8251	-464.762342	-6122.492212	2114.025196	0.203523	1
3052	924790.1481	-464.5719021	-6120.086579	3087.490111	0.203523	1
3054	919055.7896	-466.8162772	-6109.444308	3858.272198	0.203523	1
3056	914609.1221	-470.7305199	-6082.475449	6512.90933	0.203523	1
3058	909096.7604	-473.6210447	-6071.398278	7724.616199	0.203523	1
3060	902769.0648	-473.6194864	-6049.946841	7963.34497	0.203523	1
3062	896269.1067	-473.7198019	-6026.511523	7935.001344	0.203523	1
3064	889515.1682	-473.2257857	-5987.634621	7729.85342	0.203523	1
3066	883505.3396	-472.785417	-5945.154898	8773.143576	0.203523	1
3068	876894.5691	-474.4008369	-5892.616637	9069.64673	0.203523	1
3070	869774.9103	-477.3588577	-5839.100231	8747.037721	0.203523	1
3072	862720.982	-479.4275108	-5788.559342	8535.747128	0.203523	1
3074	855091.9866	-477.911996	-5740.211391	7669.299051	0.203523	1
3076	847191.79	-474.5617264	-5682.273948	6502.850971	0.203523	1
3078	839864.148	-472.4150932	-5650.794512	6199.388746	0.203523	1
3080	831891.5594	-472.408967	-5619.011002	5225.670783	0.203523	1
3082	823898.4813	-472.7449477	-5572.974331	4423.922117	0.203523	1
3084	816108.5137	-472.2766535	-5525.813515	4114.320773	0.203523	1
3086	808531.628	-472.2401889	-5506.673717	4350.33271	0.203523	1
3088	801505.2241	-471.0423258	-5472.634981	5611.753932	0.203523	1
3090	794027.4271	-469.5351409	-5429.211632	6491.736203	0.203523	1
3092	786437.92	-468.8051248	-5388.775834	7355.280717	0.203523	1
3094	778954.8881	-468.5797145	-5355.740198	8519.380733	0.203523	1
3096	770709.0311	-467.919984	-5312.168152	8727.067961	0.203523	1
3098	763100.1392	-465.6696483	-5268.721146	9818.68792	0.203523	1
3100	755313.7973	-464.3026571	-5224.012638	10844.4762	0.203523	1
3102	747404.0621	-464.357596	-5177.130123	11815.66655	0.203523	1
3104	739293.2806	-463.2735278	-5129.827916	12534.72083	0.203523	1
3106	730860.7803	-459.4462226	-5083.261427	12907.83783	0.203523	1
3108	722583.1449	-456.4471215	-5023.27307	13642.71333	0.203523	1
3110	714570.3616	-455.0822697	-4964.661114	14916.29906	0.203523	1
3112	706226.9887	-452.3204735	-4909.380935	15806.68099	0.203523	1
3114	697321.3512	-448.9137014	-4861.176222	15985.77346	0.203523	1
3116	688907.8513	-445.9166111	-4807.857127	16967.31615	0.203523	1
3118	680865.3797	-443.220844	-4751.859585	18487.47692	0.203523	1
3120	672318.7569	-440.8359972	-4695.647479	19216.20629	0.203523	1
3122	663955.421	-438.8384624	-4657.036896	20136.39153	0.203523	1
3124	655416.3145	-436.6062275	-4612.001219	20836.57783	0.203523	1
3126	646675.1643	-433.9590493	-4567.43449	21234.18435	0.203523	1
3128	637753.6004	-431.4517327	-4523.821697	21304.27816	0.203523	1
3130	629079.7565	-428.1082034	-4479.422709	21692.96622	0.203523	1
3132	620528.2626	-424.5513064	-4429.601688	22244.89366	0.203523	1
3134	611441.2571	-421.169776	-4376.146947	21932.67459	0.203523	1
3136	602480.1762	-418.143998	-4326.096055	21806.924	0.203523	1
3138	593862.2895	-415.3601492	-4273.275565	22100.92009	0.203523	1
3140	585279.8022	-411.608306	-4214.724622	22377.38089	0.203523	1
3142	576266.1297	-407.3514242	-4156.865414	21976.6953	0.203523	1
3144	567353.486	-403.4876056	-4094.700492	21612.73851	0.203523	1
3146	558262.2111	-398.7960477	-4030.340195	20881.9789	0.203523	1
3148	549463.0712	-393.8876753	-3971.740489	20397.10152	0.203523	1
3150	540721.413	-390.1095468	-3909.644623	19847.90332	0.203523	1
3152	531901.1719	-386.9397176	-3847.03607	19084.56895	0.203523	1
3154	523373.9114	-383.3998866	-3785.35384	18599.86202	0.203523	1
3156	514708.5703	-379.4861648	-3722.779968	17756.05899	0.203523	1
3158	506452.1501	-375.5936284	-3660.987282	17369.15866	0.203523	1
3160	498147.6842	-371.6872591	-3604.559384	16843.73019	0.203523	1
3162	489673.5386	-367.868851	-3547.631688	16001.06477	0.203523	1
3164	481258.837	-364.1031194	-3487.705842	15102.61711	0.203523	1
3166	473180.3869	-359.8607954	-3430.535984	14526.25451	0.203523	1
3168	465544.6987	-355.0771359	-3376.391301	14449.44608	0.203523	1
3170	457893.1003	-350.3077024	-3320.479949	14197.14813	0.203523	1
3172	450617.8667	-345.508273	-3264.832593	14323.34342	0.203523	1
3174	443358.6203	-341.1524219	-3211.460761	14313.79239	0.203523	1
3176	436283.4432	-337.3001456	-3157.140141	14405.96682	0.203523	1
3178	429141.6279	-333.2554198	-3100.018518	14261.45579	0.203523	1
3180	422660.4153	-328.8914511	-3046.565894	14947.6501	0.203523	1
3182	415798.5682	-324.3537956	-2996.421004	14936.12013	0.203523	1
3184	408983.8085	-320.0419996	-2944.647675	14872.14071	0.203523	1
3186	402757.5247	-316.0773583	-2892.653293	15489.13917	0.203523	1
3188	396726.473	-312.0764261	-2840.231474	16242.98812	0.203523	1
3190	390598.1307	-308.0870613	-2786.21981	16749.76054	0.203523	1
3192	384526.2713	-304.1682398	-2734.118413	17179.48266	0.203523	1
3194	378779.1529	-300.2134974	-2683.016226	17910.79855	0.203523	1
3196	372936.427	-296.1407325	-2632.681512	18372.85878	0.203523	1
3198	367398.5941	-291.9140901	-2585.395156	19136.2977	0.203523	1
3200	361398.8798	-287.57618	-2537.48975	19107.60945	0.203523	1
3202	355586.1558	-283.3181416	-2490.622119	19168.03026	0.203523	1
3204	350098.0225	-279.3242126	-2444.535033	19540.15703	0.203523	1
3206	345166.6911	-275.4301916	-2399.484738	19376.83396	0.203523	1
3208	339816.2042	-271.4135592	-2352.730279	19756.27465	0.203523	1
3210	334622.4616	-267.4336741	-2306.812608	20223.62966	0.203523	1
3212	329493.4476	-263.5889894	-2261.731057	20656.78444	0.203523	1
3214	324401.0919	-259.8020116	-2218.663944	21024.98304	0.203523	1
3216	319271.8303	-256.092735	-2174.264657	21208.04365	0.203523	1
3218	314276.797	-252.3441638	-2131.264472	21451.07835	0.203523	1
3220	309330.4306	-248.4960439	-2090.547019	21645.34385	0.203523	1
3222	304241.2322	-244.6514778	-2050.201627	21495.58914	0.203523	1
3224	299028.595	-240.9870688	-2011.058981	21030.05694	0.203523	1
3226	293885.6203	-237.3729537	-1972.331772	20540.5748	0.203523	1
3228	288837.7014	-233.8442477	-1934.216257	20062.45593	0.203523	1
3230	283896.6165	-230.3369839	-1897.089375	19634.06929	0.203523	1
3232	278980.2122	-226.7449818	-1860.211329	19122.43857	0.203523	1
3234	274088.7525	-223.2457976	-1823.725684	18543.3897	0.203523	1
3236	269193.1324	-219.7975032	-1788.208001	17857.08735	0.203523	1
3238	264387.9007	-216.4629739	-1752.95974	17187.07792	0.203523	1
3240	259812.0356	-213.2405124	-1718.730262	16749.89502	0.203523	1
3242	255172.8968	-209.9164523	-1685.213721	16103.79575	0.203523	1
3244	250460.0677	-206.6006134	-1652.017623	15250.7833	0.203523	1
3246	245693.1463	-203.370133	-1619.841217	14217.39636	0.203523	1
3248	241004.4512	-200.2161259	-1588.856517	13202.45979	0.203523	1
3250	236453.3089	-197.1305215	-1557.484415	12275.83689	0.203523	1
3252	231972.5038	-194.0247639	-1526.174632	11352.59397	0.203523	1
3254	227668.1477	-190.9684439	-1496.033952	10578.10856	0.203523	1
3256	223695.4496	-188.0052118	-1466.605922	10177.20202	0.203523	1
3258	219677.576	-185.1006437	-1438.141852	9618.794606	0.203523	1
3260	215750.1524	-182.1495607	-1410.039269	9100.248749	0.203523	1
3262	211997.6726	-179.1580259	-1382.431767	8737.474436	0.203523	1
3264	208548.7421	-176.216519	-1355.007185	8723.619619	0.203523	1
3266	205065.9535	-173.6343033	-1327.995218	8577.142403	0.203523	1
3268	201760.0698	-171.47902	-1301.519627	8598.319804	0.203523	1
3270	198466.914	-169.2919395	-1275.445913	8560.356313	0.203523	1
3272	195387.4165	-166.5892417	-1250.447468	8739.636502	0.203523	1
3274	192308.7636	-163.9902675	-1226.192954	8836.726324	0.203523	1
3276	189464.1939	-161.4052004	-1202.848796	9179.385967	0.203523	1
3278	186783.0753	-158.8000415	-1180.529253	9676.585484	0.203523	1
3280	184176.3361	-156.2029308	-1158.820883	10204.48972	0.203523	1
3282	181516.2695	-153.6263488	-1137.189832	10578.45062	0.203523	1
3284	178948.0655	-151.1102075	-1116.260011	11009.17419	0.203523	1
3286	176565.4897	-148.6710006	-1094.662247	11634.04245	0.203523	1
3288	174376.1144	-146.311248	-1072.86271	12467.28785	0.203523	1
3290	172214.0776	-143.9837871	-1051.410494	13272.41307	0.203523	1
3292	170108.889	-141.6842552	-1030.779482	14097.42346	0.203523	1
3294	168092.3958	-139.8233135	-1010.888185	14978.2761	0.203523	1
3296	166098.1089	-137.9840701	-991.800137	15827.72421	0.203523	1
3298	163941.5319	-135.909384	-973.024127	16379.56928	0.203523	1
3300	161872.6371	-133.6982846	-954.718647	16986.11801	0.203523	1
3302	159871.6603	-131.5477637	-936.454147	17629.03818	0.203523	1
3304	157759.8767	-129.4138842	-918.645426	18057.11028	0.203523	1
3306	155591.1384	-127.3110969	-901.225147	18343.31126	0.203523	1
3308	153359.8664	-125.2287717	-884.111105	18483.96017	0.203523	1
3310	151110.3142	-123.1826855	-867.306823	18534.75284	0.203523	1
3312	148873.2881	-121.2063267	-851.418612	18545.9749	0.203523	1
3314	146647.7783	-119.4463486	-835.46738	18516.48311	0.203523	1
3316	144277.2322	-117.9324663	-819.795585	18230.55573	0.203523	1
3318	142051.1989	-116.3766442	-804.881701	18097.66683	0.203523	1
3320	139703.4897	-114.3443978	-789.992087	17740.87368	0.203523	1
3322	137297.841	-112.3420921	-775.081047	17250.03057	0.203523	1
3324	134786.5277	-110.4647709	-760.511197	16564.06574	0.203523	1
3326	132358.3434	-108.667636	-746.197554	15945.6723	0.203523	1
3328	129842.1082	-106.9413256	-731.995357	15148.38842	0.203523	1
3330	127307.1493	-105.5278795	-718.417276	14273.44633	0.203523	1
3332	124789.5856	-104.1058661	-705.184418	13384.18901	0.203523	1
3334	122225.9837	-102.4941777	-692.471975	12382.61983	0.203523	1
3336	119661.4412	-100.7889352	-679.84296	11329.66941	0.203523	1
3338	117112.2367	-99.16191475	-667.352371	10261.45606	0.203523	1
3340	112588.6187	-97.56762456	-655.593063	6351.772339	0.203523	1
3342	110229.1184	-95.96649261	-643.909797	5460.111073	0.203523	1
3344	107988.8194	-94.49718492	-632.543269	4699.429897	0.203523	1
3346	105660.3078	-93.22647961	-621.154859	3775.514966	0.203523	1
3348	103468.5223	-91.96435567	-609.721154	3004.936563	0.203523	1
3350	101371.865	-90.45921258	-598.368074	2329.529169	0.203523	1
3352	99456.67305	-88.96809807	-587.447591	1866.32433	0.203523	1
3354	97637.39378	-87.46205214	-577.286373	1505.709118	0.203523	1
3356	95817.75479	-85.95186665	-567.143773	1105.876095	0.203523	1
3358	94101.67535	-84.77736537	-557.119797	816.460354	0.203523	1
3360	92178.73342	-83.67179395	-547.481587	195.024217	0.203523	1
3362	90201.84206	-82.43207584	-537.750052	542.363244	0.203523	1
3364	88271.67904	-81.06564639	-528.550225	1255.110613	0.203523	1
3366	86328.8487	-79.69315702	-519.476587	2025.711236	0.203523	1
3368	84515.11915	-78.450701	-510.498865	2651.690365	0.203523	1
3370	82656.07324	-77.37625618	-501.750995	3384.830893	0.203523	1
3372	80867.70754	-76.29994433	-493.371791	4052.840322	0.203523	1
3374	79332.24371	-74.98610582	-484.980197	4391.00636	0.203523	1
3376	77880.34003	-73.64031982	-476.854303	4641.801224	0.203523	1
3378	76650.25871	-72.33873894	-468.889215	4618.244555	0.203523	1
3380	75620.35843	-71.37744418	-461.012123	4340.492613	0.203523	1
3382	74676.56068	-70.45627868	-453.516169	3973.061692	0.203523	1
3384	73776.42703	-69.42626955	-445.792131	3574.55729	0.203523	1
3386	72827.33843	-68.31955109	-437.899973	3271.083181	0.203523	1
3388	71900.28627	-67.20435444	-429.898969	2963.771515	0.203523	1
3390	71007.93199	-66.18031712	-422.014037	2634.112276	0.203523	1
3392	70026.96742	-65.31515463	-414.370888	2455.542925	0.203523	1
3394	69064.85241	-64.46151806	-406.692191	2275.260892	0.203523	1
3396	68081.12882	-63.3938579	-399.467474	2147.98688	0.203523	1
3398	67109.817	-62.31786727	-392.479154	2023.480803	0.203523	1
3400	66155.36889	-61.22760437	-385.416548	1904.053147	0.203523	1
3402	65121.11334	-60.33995241	-379.00554	1921.690828	0.203523	1
3404	64138.81188	-59.50497159	-373.067033	1890.537497	0.203523	1
3406	63198.14782	-58.59099749	-367.719874	1821.716114	0.203523	1
3408	62250.48157	-57.57421711	-363.098394	1780.404521	0.203523	1
3410	61280.84132	-56.63845608	-358.955417	1786.827273	0.203523	1
3412	60344.26184	-55.84236153	-355.25266	1768.608658	0.203523	1
3414	59413.66855	-55.06540624	-351.787541	1768.198159	0.203523	1
3416	58521.19143	-54.10302925	-348.578401	1737.63209	0.203523	1
