"","c 1","c 2","c 3","c 4","c 5","c 6"
"band_1",1,0.145673558464881,-0.166419133809008,0.629347286091056,-0.883264809805814,-6.93977790180206
"band_2",1,0.317364468822705,-6.72244318561632,0.211973584608122,-0.166358739732921,-0.88186770348697
"band_3",1,0.537970865671214,-0.880321988878497,0.308724479675331,-0.165598342673899,-6.353475525508
"band_4",1,0.322222746814791,-5.70661886713551,0.798439860949173,-0.878595256582625,-0.164636232595812
