"","c 1","c 2","c 3","c 4","c 5","c 6"
"band_1",1,0.185971886101994,-0.163790716576104,0.745246113825331,-0.78120426079386,-4.83023846082055
"band_2",1,0.188241645913312,-0.164015338648834,0.254681971181006,-4.91008376648941,-0.779729827451406
"band_3",1,0.20766789054925,-5.02415945593731,0.758285300390421,-0.77791141644357,-0.164532934622981
"band_4",1,0.21802977654812,-5.27396344626454,0.753535548347785,-0.779420134653887,-0.166491530792773
