"","c 1","c 2","c 3","c 4","c 5","c 6"
"band_1",1,0.316907470055874,-6.98483440102085,0.786389815009614,-0.882340934824921,-0.166591819270135
"band_2",1,0.317626607994335,-6.73352343576808,0.211934736167979,-0.166243064435264,-0.880812106965959
"band_3",1,0.320471299502781,-6.34842985851098,0.208915331191084,-0.165179813370254,-0.87734637310097
"band_4",1,0.322633675216663,-5.70253107703986,0.798231379345767,-0.878463489364533,-0.164809080859097
