"","c 1","c 2","c 3","c 4","c 5","c 6"
"band_1",1,0.208340523063289,-4.83797552929139,0.235488845574613,-0.163640116350031,-0.779104813027719
"band_2",1,0.207279926402356,-4.91194505501333,0.237988637936703,-0.164101968121413,-0.779319107714625
"band_3",1,0.208063377765879,-5.02723722781062,0.758221524129417,-0.777026158490412,-0.164366388447024
"band_4",1,0.193382221305395,-0.16688783133797,0.730362610536246,-0.78116987109839,-5.28193722502321
