"","c 1","c 2","c 3","c 4","c 5","c 6"
"band_1",1,0.605612173358376,-0.780250706111669,0.527256171021248,-4.83404171597614,-0.16391726296369
"band_2",1,0.206639632334725,-4.91708236665485,0.762763474635822,-0.77916765768094,-0.163968274749301
"band_3",1,0.19139852981259,-0.164418924784567,0.744180787658703,-0.778212587591678,-5.04389768746785
"band_4",1,0.216910299090439,-5.28107983129621,0.247837280083176,-0.167188563235239,-0.781576967884169
